Age Category,Sex,num,Year,Time
40,F,1,2011,16414
20,M,1,2011,13996
27,M,1,2011,13262
59,F,1,2011,19909
46,M,1,2011,11196
38,M,1,2011,14438
40,F,1,2011,19807
56,F,1,2011,18089
35,M,1,2011,18115
46,F,1,2011,17636
33,M,1,2011,18707
59,M,1,2011,13344
48,M,1,2011,16084
21,M,2,2012,14880
20,M,2,2011,18293
43,M,3,2012,16645
63,M,3,2011,19594
42,M,3,2011,18450
40,M,2,2011,13991
41,M,2,2012,16666
44,F,1,2011,14034
50,M,1,2011,15218
45,M,3,2014,20863
42,M,3,2011,16777
43,M,3,2012,16498
43,M,1,2011,15982
33,M,1,2011,18192
80,M,1,2011,21863
34,M,1,2011,16147
45,M,1,2011,15285
36,F,2,2011,14969
40,M,1,2011,16629
32,M,2,2011,15646
35,M,2,2014,18095
37,M,1,2011,19023
33,M,1,2011,17627
38,M,1,2011,13403
39,M,1,2011,13821
66,M,1,2011,15458
49,M,1,2011,17694
37,M,1,2011,17258
46,M,1,2011,12694
21,M,1,2011,18242
17,M,2,2011,13736
18,M,2,2012,14743
35,M,1,2011,22300
39,M,1,2011,14910
26,M,1,2011,13065
41,M,1,2011,18014
33,F,1,2011,19770
30,F,1,2011,14235
45,M,2,2011,12355
54,M,1,2011,13210
38,F,1,2011,16492
23,M,1,2011,20813
54,F,1,2011,19332
27,M,1,2011,15388
55,M,1,2011,17331
30,M,1,2011,9774
28,F,1,2011,15708
46,F,1,2011,19843
49,F,1,2011,16860
34,M,2,2011,19678
35,M,2,2012,16812
26,M,1,2011,18121
31,M,1,2011,16573
54,F,1,2011,14720
36,M,1,2011,16121
44,M,1,2011,14430
38,M,1,2011,11973
26,M,1,2011,13523
42,M,1,2011,13067
26,M,1,2011,14315
29,M,1,2011,12738
29,F,1,2011,18284
39,M,1,2011,17481
33,F,1,2011,13462
32,M,1,2011,13458
29,F,2,2012,18876
28,F,2,2011,18197
40,F,1,2011,16483
28,F,1,2011,18221
58,M,2,2012,21490
57,M,2,2011,18948
45,M,1,2011,14632
38,F,1,2011,16772
37,M,1,2011,21013
41,M,3,2011,12240
42,M,3,2012,11974
44,M,1,2011,23279
45,M,1,2011,23784
43,M,1,2011,13741
49,M,1,2011,17668
24,F,1,2011,18159
29,M,2,2011,14308
25,M,1,2011,11170
37,M,1,2011,13003
26,F,1,2011,18148
34,M,2,2011,13112
35,M,2,2012,12976
33,M,1,2011,17216
54,F,1,2011,15215
47,M,1,2011,13562
45,M,1,2011,15991
42,F,1,2011,18119
53,F,1,2011,17911
37,F,1,2011,20476
33,F,1,2011,14093
27,M,2,2011,18600
28,M,2,2012,20171
22,F,1,2011,16901
48,F,1,2011,17129
45,M,1,2011,13498
48,F,1,2011,15872
41,F,1,2011,16163
33,M,2,2012,16454
32,M,2,2011,17758
45,M,1,2011,19285
38,F,1,2011,16553
31,F,1,2011,16235
22,M,1,2011,16397
48,M,1,2011,15158
25,M,1,2011,16850
38,M,1,2011,16608
29,M,1,2011,11318
35,F,2,2012,19010
34,F,2,2011,19037
29,F,1,2011,17607
50,M,1,2011,14881
54,M,1,2011,12422
49,M,1,2011,21336
33,F,1,2011,17141
49,F,1,2011,18299
35,M,1,2011,11277
51,M,3,2014,16390
48,M,3,2011,14466
49,M,3,2012,19619
25,F,1,2011,18207
34,M,1,2011,17827
31,M,1,2011,16953
28,M,1,2011,13854
60,M,1,2011,18806
38,F,1,2011,17036
29,M,1,2011,11812
48,M,1,2011,18203
23,F,1,2011,18903
25,M,1,2011,16943
31,M,1,2011,14615
56,M,1,2011,16868
33,M,1,2011,13010
62,M,1,2011,18434
33,M,1,2011,18608
37,M,1,2011,17985
41,F,1,2011,16144
29,M,1,2011,13281
20,F,1,2011,20572
29,F,1,2011,15015
47,F,1,2011,19599
44,F,1,2011,16372
47,F,1,2011,17958
24,F,1,2011,22289
26,M,1,2011,14183
43,F,1,2011,20075
32,F,1,2011,18578
45,M,1,2011,11203
36,M,1,2011,12459
26,F,1,2011,14052
39,M,1,2011,17309
42,M,1,2011,23273
29,F,1,2011,16113
44,M,2,2011,16788
45,M,2,2012,17895
25,F,2,2011,16655
28,F,2,2014,18395
46,F,1,2011,14764
22,F,1,2011,16699
44,F,1,2011,21401
36,M,1,2011,11717
47,M,1,2011,12586
43,F,1,2011,17927
56,M,1,2011,14275
33,M,1,2011,14899
44,M,1,2011,14502
31,M,1,2011,20984
23,M,2,2011,16028
38,M,2,2012,12329
37,M,2,2011,11626
43,M,1,2011,11456
24,F,2,2011,11189
27,F,2,2014,13628
40,F,1,2011,18750
50,M,1,2011,18597
45,F,1,2011,17206
48,M,1,2011,16526
52,M,1,2011,12841
48,F,3,2011,18320
49,F,3,2012,18094
51,F,3,2014,17103
59,M,1,2011,18693
44,F,1,2011,13756
29,F,1,2011,16268
55,F,2,2011,22363
56,F,2,2012,23358
24,F,1,2011,20429
21,F,2,2011,12834
22,F,2,2012,14746
44,M,1,2011,13913
42,M,1,2011,13592
38,F,1,2011,19649
45,M,1,2011,17860
42,F,1,2011,13955
38,F,3,2012,18351
40,F,3,2014,18349
37,F,3,2011,17076
34,F,1,2011,14682
39,M,1,2011,22093
27,M,1,2011,23509
28,M,1,2011,13221
43,M,1,2011,10370
29,M,1,2011,17664
44,M,1,2011,12189
31,M,1,2011,13094
31,M,1,2011,18438
28,F,1,2011,18818
21,M,1,2011,23451
63,M,1,2011,15373
27,F,1,2011,14091
34,M,1,2011,16341
31,F,1,2011,17015
35,F,1,2011,13312
38,M,1,2011,19168
39,F,1,2011,13447
29,M,1,2011,17334
39,M,2,2011,12808
41,M,1,2011,14068
38,M,1,2011,13831
35,M,1,2011,18418
33,F,1,2011,11903
31,F,1,2011,22272
35,M,1,2011,17971
40,F,2,2011,13659
46,F,1,2011,15732
29,M,2,2012,19562
28,M,2,2011,18195
39,F,3,2012,12150
41,F,3,2014,12769
38,F,3,2011,12384
65,M,1,2011,18853
45,F,1,2011,15582
30,M,2,2011,19085
31,M,2,2012,22102
59,M,1,2011,17000
46,M,1,2011,16740
36,M,1,2011,12591
26,F,1,2011,14724
31,F,1,2011,15233
35,F,1,2011,22266
36,M,1,2011,13128
39,F,1,2011,16469
32,M,1,2011,12907
23,F,1,2011,15238
34,M,1,2011,11002
35,F,1,2011,14983
31,F,1,2011,17677
52,M,1,2011,16193
30,M,1,2011,15622
41,M,1,2011,17066
40,F,1,2011,19593
48,F,1,2011,16723
33,M,1,2011,14894
43,F,3,2011,15747
45,F,3,2015,14127
46,F,3,2014,15533
53,M,1,2011,12351
37,F,2,2011,14279
38,F,2,2012,15037
36,F,1,2011,16450
32,F,1,2011,20222
44,F,2,2011,17633
45,F,2,2012,17473
54,M,1,2011,15617
30,M,1,2011,13469
27,F,1,2011,14011
38,F,1,2011,20688
49,M,1,2011,19762
60,M,1,2011,20321
42,M,1,2011,17812
30,M,1,2011,16189
39,F,1,2011,16101
26,F,1,2011,17146
51,M,1,2011,13453
35,M,1,2011,13703
31,F,1,2011,14749
54,M,1,2011,17133
43,M,1,2011,19040
42,M,1,2011,14910
33,M,1,2011,13069
52,M,1,2011,20876
18,M,2,2011,16112
19,M,2,2012,16199
42,M,1,2011,13013
51,F,2,2014,16881
48,F,2,2011,16700
44,F,1,2011,17533
28,M,1,2011,20025
48,M,1,2011,20697
35,M,1,2011,11756
29,F,1,2011,17842
29,F,1,2011,13801
38,F,1,2011,13628
35,F,1,2011,13927
32,M,1,2011,13169
30,M,1,2011,12752
34,M,1,2011,13333
29,M,1,2011,9234
43,M,1,2011,18432
39,M,1,2011,16760
22,M,1,2011,15559
36,F,1,2011,18224
19,F,1,2011,23759
31,M,1,2011,15446
26,F,1,2011,16623
28,F,1,2011,15694
41,F,1,2011,18218
27,M,1,2011,14755
43,F,1,2011,17911
34,M,1,2011,14285
32,M,1,2011,16595
40,M,1,2011,19040
30,F,1,2011,17801
30,M,1,2011,13189
36,F,1,2011,16398
30,M,1,2011,16290
43,F,1,2011,18771
34,M,1,2011,12466
35,M,1,2011,10726
24,F,1,2011,18646
43,M,2,2012,18748
42,M,2,2011,12833
49,M,1,2011,14997
44,M,1,2011,18502
59,M,1,2011,19068
50,M,1,2011,15155
40,F,1,2011,18278
47,M,1,2011,19627
25,F,1,2011,15168
34,M,1,2011,11295
31,M,1,2011,12713
36,M,1,2011,14297
32,M,1,2011,16250
31,M,1,2011,17385
23,M,1,2011,14060
39,M,1,2011,16522
23,F,1,2011,12121
24,F,1,2011,16338
53,F,1,2011,22661
43,F,1,2011,16043
47,F,1,2011,19173
34,F,1,2011,17343
33,F,1,2011,17497
38,F,1,2011,15649
49,F,1,2011,21393
55,M,1,2011,16471
49,M,1,2011,14195
46,M,2,2011,13736
47,M,2,2012,14744
38,M,1,2011,14218
41,F,3,2012,14548
40,F,3,2015,15420
40,F,3,2011,14616
40,F,1,2011,17821
49,M,1,2011,16468
41,F,1,2011,15314
49,M,1,2011,14867
46,M,1,2011,9610
61,F,1,2011,20790
26,M,1,2011,17150
37,M,1,2011,12482
47,M,1,2011,14808
38,F,1,2011,19321
39,M,1,2011,13795
42,M,1,2011,12798
26,F,1,2011,16688
46,M,2,2012,16396
45,M,2,2011,13983
48,M,1,2011,16453
33,M,1,2011,17808
47,M,2,2011,12155
23,F,1,2011,16705
36,M,2,2012,18177
35,M,2,2011,13477
33,M,2,2012,13940
32,M,2,2011,12570
50,M,1,2011,16289
40,M,1,2011,18222
28,F,1,2011,18375
49,F,3,2012,15643
48,F,3,2011,14812
50,F,3,2015,17203
47,M,1,2011,14102
29,M,1,2011,11019
21,M,2,2011,12936
24,M,2,2014,17029
37,F,2,2011,13380
24,F,1,2011,19428
21,F,2,2011,19613
40,M,1,2011,14550
58,M,1,2011,14414
28,F,1,2011,16085
39,M,1,2011,13855
52,M,1,2011,11646
25,F,1,2011,17728
52,M,1,2011,15872
43,F,3,2011,14348
44,F,3,2012,15172
35,F,1,2011,16213
32,F,1,2011,16842
26,M,1,2011,18078
33,F,1,2011,15613
58,M,1,2011,13523
33,M,1,2011,12965
45,M,2,2011,15388
46,M,2,2012,15495
25,F,1,2011,16558
44,M,1,2011,13070
55,M,1,2011,18568
51,M,1,2011,17905
38,F,1,2011,13357
36,F,1,2011,18559
24,F,1,2011,18501
26,M,1,2011,14456
49,F,1,2011,14614
40,M,1,2011,13721
40,M,2,2015,15881
39,M,2,2011,20948
45,M,2,2015,13302
43,M,2,2011,12537
37,F,1,2011,21366
39,F,1,2011,16513
32,M,1,2011,15148
34,M,1,2011,14166
47,M,2,2011,10888
37,M,3,2014,13481
34,M,3,2011,15607
29,F,2,2012,14198
28,F,2,2011,14236
44,M,1,2011,17164
49,M,3,2011,21014
50,M,3,2012,19767
52,M,3,2014,18954
46,M,5,2012,16081
48,M,5,2014,15593
45,M,5,2015,14454
45,M,5,2011,15391
28,F,1,2011,14670
29,M,1,2011,17781
21,M,1,2011,18063
36,F,1,2011,20467
28,F,1,2011,14063
23,M,1,2011,15028
54,M,1,2011,17060
39,F,1,2011,17616
50,F,1,2011,15608
24,F,1,2011,15402
43,F,1,2011,19005
44,F,1,2011,18504
33,M,1,2011,15395
30,F,2,2012,15008
29,F,2,2011,14883
30,M,1,2011,12702
40,M,1,2011,15976
41,F,1,2011,15982
33,F,1,2011,13102
37,M,1,2011,16597
45,M,1,2011,16185
44,M,1,2011,16721
48,F,1,2011,14414
32,M,1,2011,14240
30,M,1,2011,12834
45,F,1,2011,21177
35,F,1,2011,16317
46,F,1,2011,15301
25,M,1,2011,14726
41,M,1,2011,17720
39,M,1,2011,11368
59,M,2,2011,17368
60,M,2,2012,19261
36,M,2,2012,12646
35,M,2,2011,12892
24,F,1,2011,17676
28,F,1,2011,13219
26,M,1,2011,13557
38,F,1,2011,18679
18,F,1,2011,15710
32,F,1,2011,18078
38,M,1,2011,16619
30,M,1,2011,14007
17,F,1,2011,21606
37,M,1,2011,12466
50,M,1,2011,17592
45,F,1,2011,15247
45,M,4,2015,16044
45,M,4,2011,14741
46,M,4,2012,14152
48,M,4,2014,16476
39,M,1,2011,17863
47,M,2,2011,16646
48,M,2,2012,17874
25,M,1,2011,13263
38,M,1,2011,20502
43,F,1,2011,20659
29,F,1,2011,14275
29,F,1,2011,17653
42,M,1,2011,14083
29,F,1,2011,17800
33,M,1,2011,20907
39,F,1,2011,13784
25,M,1,2011,18329
30,F,1,2011,10169
41,M,1,2011,16400
54,M,1,2011,14079
28,F,1,2011,18417
40,M,1,2011,21897
46,M,2,2011,10016
27,F,1,2011,18465
27,M,1,2011,17233
52,M,3,2012,17572
55,M,3,2015,15528
51,M,3,2011,17005
59,M,1,2011,17587
37,M,1,2011,16497
24,F,1,2011,13650
28,F,1,2011,13068
29,M,1,2011,16884
60,M,1,2011,14879
40,M,2,2011,14540
41,M,2,2012,20442
50,M,1,2011,18575
39,M,1,2011,20338
24,F,1,2011,16091
42,M,1,2011,11542
33,M,1,2011,11930
34,M,1,2011,8941
31,M,1,2011,21296
51,M,2,2012,16199
50,M,2,2011,16112
47,F,1,2011,15335
44,M,3,2012,13994
43,M,3,2011,13486
46,M,3,2014,14339
36,M,2,2011,13897
56,M,1,2011,18329
46,M,3,2012,17880
45,M,3,2011,16318
38,M,2,2012,15335
37,M,2,2011,15766
41,M,1,2011,14590
46,M,1,2011,14785
21,M,1,2011,13220
31,M,1,2011,14139
46,F,1,2011,16532
37,M,1,2011,12523
38,F,1,2011,23452
42,M,1,2011,13421
28,F,1,2011,14643
34,F,1,2011,17594
39,F,1,2011,15498
28,F,3,2011,13668
29,F,3,2012,14261
33,F,2,2012,21393
32,F,2,2011,18457
43,M,1,2011,13868
29,M,1,2011,18482
57,M,2,2012,18406
56,M,2,2011,15626
45,M,1,2011,14134
48,M,2,2011,11176
51,M,2,2014,11555
40,F,2,2011,22025
41,F,2,2012,19126
40,M,1,2011,12524
36,M,1,2011,15181
31,M,2,2011,16425
23,M,1,2011,16927
24,F,1,2011,21088
38,F,1,2011,18057
25,M,1,2011,19669
28,F,1,2011,19853
30,F,1,2011,16510
46,F,2,2011,21546
47,F,2,2012,19969
60,U,4,2014,13317
60,F,4,2015,14955
58,F,4,2012,17411
57,F,4,2011,18481
31,M,1,2011,15974
32,M,1,2011,13297
22,M,1,2011,18205
45,F,2,2014,17000
42,F,2,2011,13248
47,M,3,2011,17955
50,M,3,2014,19462
48,M,3,2012,19163
33,F,1,2011,17095
26,F,1,2011,14776
46,M,1,2011,14616
40,F,1,2011,14709
42,M,1,2011,15809
39,M,1,2011,13788
36,M,1,2011,13930
55,M,1,2011,14160
44,M,1,2011,13096
36,M,1,2011,13758
32,M,1,2011,18745
40,M,1,2011,11435
31,M,1,2011,11332
40,M,1,2011,11914
44,F,1,2011,21266
24,F,1,2011,18168
42,F,1,2011,18869
39,F,1,2011,16415
32,M,1,2011,15117
50,M,1,2011,10742
65,M,2,2012,13410
64,M,2,2011,13480
60,M,1,2011,13576
25,F,1,2011,17343
30,M,1,2011,13691
44,M,1,2011,15825
37,M,2,2011,21540
40,M,2,2014,21869
25,M,1,2011,14644
41,M,1,2011,13543
38,M,1,2011,18569
33,M,2,2011,16530
34,M,2,2012,18181
28,M,1,2011,13604
21,F,1,2011,17577
59,M,1,2011,15613
39,M,1,2011,13879
21,M,1,2011,17435
28,F,2,2011,14932
26,F,1,2011,18877
23,M,1,2011,10921
40,F,1,2011,16495
41,F,1,2011,18458
42,F,1,2011,13981
41,F,2,2014,13519
38,F,2,2011,13069
20,F,1,2011,16653
29,F,1,2011,14050
50,F,1,2011,16931
38,M,1,2011,15887
30,M,1,2011,23572
33,F,1,2011,19641
20,M,1,2011,19656
60,M,1,2011,22362
66,M,1,2011,15192
34,F,2,2011,13537
35,F,2,2012,13830
28,F,1,2011,18005
25,F,1,2011,23209
35,M,2,2015,13986
34,M,2,2011,14058
25,F,1,2011,12571
28,F,1,2011,15787
43,M,2,2011,16878
44,M,2,2012,15266
49,M,2,2011,16516
52,M,2,2014,18255
40,F,1,2011,17448
42,M,1,2011,17992
45,M,1,2011,15343
47,M,2,2011,20251
48,M,2,2012,20618
41,M,1,2011,14756
30,F,1,2011,18812
39,M,1,2011,21870
42,M,1,2011,16583
45,M,1,2011,13573
38,M,1,2011,17119
34,M,1,2011,12702
30,M,1,2011,12996
34,F,3,2011,13559
35,F,3,2012,15479
37,F,3,2014,15533
42,F,1,2011,11689
40,M,1,2011,13487
48,M,1,2011,14673
26,F,1,2011,15213
48,M,2,2011,15736
51,M,2,2014,16778
36,F,1,2011,23383
28,M,1,2011,15202
44,M,1,2011,16939
31,M,1,2011,14033
38,F,1,2011,21332
28,F,1,2011,13771
29,M,1,2011,13186
32,F,1,2011,17149
34,M,1,2011,15826
25,F,1,2011,17960
58,M,1,2011,14207
33,M,1,2011,14997
40,F,1,2011,24050
41,M,1,2011,13546
27,F,1,2011,15983
29,M,1,2011,14478
25,M,1,2011,16705
40,M,1,2011,15877
41,M,1,2011,13909
40,M,4,2015,12553
39,M,4,2011,14069
40,M,4,2012,13980
43,M,1,2011,15196
40,M,1,2011,17409
43,F,1,2011,20896
30,M,1,2011,14378
60,M,2,2011,15447
63,M,2,2014,15636
21,F,1,2011,15054
40,M,1,2011,15339
36,M,1,2011,13053
43,M,1,2011,17166
35,M,1,2011,16723
34,M,1,2011,14047
57,M,2,2014,18556
54,M,2,2011,16708
22,F,1,2011,20530
45,F,1,2011,17915
46,F,2,2012,21039
45,F,2,2011,19843
54,M,1,2011,16457
39,M,1,2011,13709
39,M,1,2011,15551
32,F,1,2011,19185
39,F,1,2011,19124
46,F,1,2011,17261
40,F,1,2011,17026
50,M,1,2011,12483
51,M,1,2011,12622
27,F,1,2011,18544
52,M,1,2011,12574
30,F,1,2011,18789
42,M,1,2011,19923
28,F,1,2011,15164
38,M,1,2011,13815
43,M,1,2011,13557
45,F,1,2011,14170
51,M,1,2011,17250
61,F,1,2011,21366
64,M,1,2011,16352
40,F,1,2011,18004
30,M,1,2011,11621
30,M,1,2011,15053
32,M,1,2011,15685
34,M,1,2011,11165
51,M,1,2011,10868
44,M,1,2011,15618
56,M,2,2011,17073
57,M,2,2012,18272
72,M,1,2011,12371
38,M,1,2011,13978
36,F,1,2011,13828
34,M,1,2011,14332
30,M,1,2011,17201
26,F,1,2011,16754
36,F,1,2011,13462
49,M,1,2011,13500
25,F,1,2011,13683
52,M,1,2011,14619
25,M,1,2011,14208
28,M,1,2011,17114
34,F,1,2011,14599
38,M,1,2011,14910
33,F,1,2011,14484
41,M,1,2011,15752
42,M,1,2011,14449
26,M,1,2011,12282
56,M,1,2011,16310
27,M,2,2012,15001
26,M,2,2011,16049
25,F,1,2011,15395
56,M,1,2011,13600
22,F,1,2011,13482
25,F,2,2015,16376
25,F,2,2011,16967
49,M,1,2011,12143
26,F,1,2011,16034
34,M,1,2011,13564
30,F,1,2011,19011
28,M,1,2011,17968
61,M,1,2011,15143
27,M,1,2011,19787
36,M,2,2011,14293
37,M,2,2012,14773
25,M,1,2011,16592
54,M,1,2011,17090
32,F,1,2011,16750
44,F,1,2011,14341
39,F,1,2011,16646
23,M,1,2011,11948
64,M,2,2011,15362
25,M,1,2011,14649
32,M,2,2012,19222
31,M,2,2011,16966
30,M,1,2011,15886
27,M,1,2011,20722
47,F,1,2011,16971
32,M,1,2011,13380
43,M,2,2011,17436
29,M,2,2014,19878
56,M,1,2011,18091
32,M,1,2011,19979
33,F,1,2011,15161
45,F,1,2011,15234
58,M,1,2011,13716
23,F,1,2011,16091
43,M,1,2011,14091
28,F,1,2011,19779
30,M,1,2011,15614
28,M,1,2011,17433
25,M,1,2011,14888
45,F,2,2011,14947
48,F,2,2014,14041
28,M,1,2011,12933
34,F,1,2011,14332
42,M,2,2012,15570
41,M,2,2011,13628
33,F,1,2011,18446
31,F,1,2011,15307
32,F,1,2011,16094
37,M,1,2011,23626
49,M,3,2012,14440
25,M,3,2015,17654
26,M,3,2011,14476
40,M,1,2011,11947
28,M,1,2011,19536
35,M,2,2011,15086
38,M,2,2014,17886
38,F,2,2012,17441
37,F,2,2011,16194
27,M,1,2011,18866
46,F,1,2011,16583
40,M,1,2011,14414
34,M,2,2012,17363
33,M,2,2011,17174
41,M,1,2011,14275
45,F,1,2011,20225
31,M,1,2011,20357
19,M,2,2011,10263
28,F,1,2011,18617
39,F,1,2011,18722
39,M,2,2012,17421
38,M,2,2011,15166
27,M,1,2011,11281
57,F,1,2011,21864
40,M,2,2012,16403
39,M,2,2011,15265
61,M,1,2011,13281
35,F,2,2012,24714
34,F,2,2011,23679
29,M,1,2011,11544
42,M,1,2011,11647
61,F,1,2011,16360
33,F,2,2012,15901
32,F,2,2011,16691
25,M,1,2011,21242
34,F,1,2011,19717
31,M,2,2012,15536
30,M,2,2011,13698
54,M,1,2011,14571
24,F,1,2011,19750
29,F,1,2011,19636
35,F,4,2015,16706
40,F,4,2015,19318
29,F,4,2011,19243
31,M,1,2011,21530
49,M,1,2011,13220
25,F,1,2011,16851
23,F,1,2011,16303
27,F,2,2012,16949
26,F,2,2011,15767
61,M,1,2011,21014
31,F,1,2011,15858
21,M,2,2011,14465
52,M,3,2011,17877
53,M,3,2012,17473
55,M,3,2015,17308
42,F,1,2011,19482
50,M,1,2011,19399
33,F,2,2011,15864
50,M,1,2011,13708
40,F,1,2011,15268
52,M,1,2011,11159
23,F,1,2011,18169
30,F,2,2011,19663
31,F,2,2012,20025
31,M,1,2011,14999
34,F,1,2011,17173
31,F,1,2011,16014
26,F,1,2011,14053
43,M,1,2011,16123
60,M,1,2011,15581
50,M,1,2011,16971
41,M,1,2011,16898
37,F,1,2011,15027
56,F,1,2011,16168
28,F,1,2011,16873
22,M,1,2011,11690
36,M,1,2011,18807
29,F,1,2011,21044
34,F,1,2011,20526
31,F,1,2011,23567
39,M,1,2011,19435
29,M,3,2012,15170
29,M,3,2011,14630
30,M,3,2015,14846
32,M,1,2011,18791
26,M,1,2011,20257
38,F,1,2011,19284
45,M,1,2011,16400
33,M,2,2011,16196
36,M,2,2014,13515
40,M,2,2011,15232
41,M,2,2012,14273
47,F,4,2014,20718
45,F,4,2015,20742
45,F,4,2012,22233
44,F,4,2011,21126
39,F,2,2011,15900
40,F,2,2012,18093
39,M,1,2011,18795
33,F,2,2012,19636
32,F,2,2011,18973
31,F,1,2011,17136
45,M,1,2011,18433
35,F,1,2011,14120
32,M,1,2011,19310
31,M,1,2011,15838
28,F,1,2011,15788
39,M,1,2011,12328
30,M,1,2011,14295
51,F,1,2011,13710
32,M,1,2011,11874
32,F,1,2011,20178
26,F,1,2011,16106
31,F,1,2011,15318
27,F,1,2011,15008
29,M,1,2011,16487
24,M,1,2011,12986
51,M,2,2012,12956
50,M,2,2011,12552
28,M,1,2011,23388
58,M,1,2011,21996
24,F,1,2011,10271
28,F,1,2011,21262
39,F,1,2011,17066
19,M,1,2011,10703
50,M,1,2011,12970
30,M,1,2011,13375
56,M,1,2011,11871
43,M,1,2011,13207
41,M,2,2011,13702
47,M,2,2011,18274
36,F,2,2011,14389
37,F,2,2012,14910
41,M,1,2011,15889
46,M,2,2012,20685
45,M,2,2011,19594
54,M,1,2011,13467
33,M,1,2011,21727
30,M,1,2011,10921
34,F,1,2011,18805
39,M,1,2011,20030
41,M,1,2011,12471
41,F,1,2011,13326
27,F,1,2011,22227
33,M,1,2011,11728
46,F,1,2011,20062
50,M,1,2011,13839
40,M,1,2011,16636
41,M,1,2011,17387
34,M,1,2011,11683
46,F,2,2012,15751
45,F,2,2011,19582
22,M,2,2011,15267
23,M,2,2012,15512
42,F,2,2012,17993
41,F,2,2011,16277
31,F,1,2011,18945
26,M,1,2011,13945
36,M,1,2011,15431
25,F,1,2011,15217
43,M,2,2011,14170
40,M,1,2011,19477
47,F,1,2011,20127
42,M,1,2011,16707
40,M,2,2011,15643
43,M,2,2014,18849
27,M,1,2011,20279
35,M,1,2011,16282
32,M,2,2012,19134
31,M,2,2011,19570
34,F,1,2011,14489
45,M,1,2011,18475
29,M,1,2011,13721
23,F,2,2011,20196
25,F,1,2011,16943
35,M,1,2011,13597
27,M,1,2011,11204
24,M,1,2011,11618
38,M,1,2011,14610
31,M,1,2011,12491
32,M,1,2011,13592
54,F,2,2011,19387
55,F,2,2012,22771
28,F,1,2011,22320
38,F,2,2011,19838
39,F,2,2012,15629
39,F,1,2011,16492
38,F,2,2011,13304
30,M,1,2011,14953
24,M,1,2011,12532
24,F,1,2011,15597
57,M,2,2011,16005
58,M,2,2012,17966
48,F,1,2011,17131
33,M,1,2011,17311
36,F,1,2011,19671
27,M,1,2011,13469
36,M,2,2012,14891
35,M,2,2011,14145
38,M,2,2012,14025
37,M,2,2011,14130
47,M,1,2011,18139
51,M,1,2011,13986
34,M,2,2011,11531
52,M,1,2011,21526
35,M,1,2011,20025
33,F,1,2011,12884
45,M,1,2011,11784
32,F,1,2011,12272
40,F,1,2011,16452
50,M,1,2011,16272
47,M,2,2011,12726
48,M,2,2012,13371
35,F,1,2011,16565
26,M,1,2011,17240
47,M,1,2011,12502
33,M,1,2011,17206
53,M,4,2012,17468
52,M,4,2011,17275
55,M,4,2015,16357
55,M,4,2014,18271
40,F,2,2015,15319
36,F,2,2011,14551
48,M,2,2012,11645
47,M,2,2011,10821
52,M,2,2012,14765
51,M,2,2011,15130
29,F,1,2011,17513
30,M,2,2011,15774
33,M,2,2014,16784
52,M,1,2011,14080
26,M,1,2011,15818
25,M,1,2011,15671
24,M,1,2011,15449
49,M,1,2011,16434
34,M,1,2011,17210
52,M,1,2011,12390
27,F,1,2011,18543
34,M,1,2011,20044
32,F,1,2011,19097
43,M,1,2011,19070
44,F,1,2011,14394
29,F,1,2011,13639
34,M,2,2011,15243
49,F,1,2011,21884
36,F,2,2011,13602
31,M,1,2011,14836
41,M,1,2011,12318
38,F,1,2011,20513
54,F,1,2011,17926
37,M,1,2011,15203
35,M,1,2011,15125
27,M,1,2011,15582
45,F,1,2011,14404
50,M,1,2011,14668
26,F,1,2011,13196
46,F,1,2011,18134
39,F,1,2011,21893
67,M,1,2011,17564
38,M,1,2011,14008
43,M,1,2011,17792
37,M,1,2011,13872
31,F,2,2012,18285
30,F,2,2011,17497
42,M,1,2011,14453
30,F,1,2011,16834
40,M,2,2011,12469
41,M,2,2012,12538
44,M,2,2011,14361
45,M,2,2015,13717
38,F,1,2011,15993
38,M,1,2011,12473
49,M,1,2011,19959
36,F,1,2011,15863
27,F,1,2011,21567
33,M,1,2011,23359
58,M,1,2011,13670
38,M,1,2011,13171
30,M,1,2011,18191
62,M,1,2011,15264
43,M,1,2011,18818
32,F,1,2011,14603
26,M,1,2011,15995
70,M,1,2011,19258
38,F,2,2014,21910
35,F,2,2011,20719
25,F,3,2015,13373
22,F,3,2011,14012
25,F,3,2014,14643
48,M,1,2011,19017
57,F,2,2012,15928
56,F,2,2011,16503
39,M,1,2011,15797
49,M,1,2011,12795
38,M,1,2011,14224
34,F,1,2011,17667
32,M,1,2011,10544
29,F,1,2011,15010
39,M,1,2011,13287
30,F,1,2011,13665
26,F,1,2011,14052
30,F,1,2011,16622
49,M,1,2011,16896
43,M,1,2011,13125
24,M,1,2011,16157
49,M,1,2011,18214
34,F,1,2011,14218
26,M,1,2011,17185
34,F,1,2011,20099
31,F,1,2011,17830
40,M,1,2011,13387
45,M,1,2011,10538
50,M,1,2011,18758
38,F,1,2011,15655
36,M,1,2011,11065
28,M,1,2011,15348
45,M,2,2015,18698
43,M,2,2011,19173
32,F,2,2011,16030
35,F,2,2014,16353
48,F,1,2011,16971
34,F,1,2011,19661
41,M,1,2011,16941
33,F,1,2011,14626
51,M,2,2012,15842
50,M,2,2011,15037
33,M,1,2011,12506
51,M,1,2011,16788
43,F,1,2011,16134
45,M,1,2011,11135
20,M,2,2015,10834
