Age Category,Sex,num,Year,Time
63,M,2,2006,15593
42,M,2,2004,19248
43,M,2,2003,19444
39,M,4,2006,14259
43,M,4,2003,12514
48,M,4,2008,16073
45,M,4,2005,12936
40,M,1,2003,11584
52,M,1,2003,11749
35,M,1,2003,13285
32,M,1,2003,8520
29,F,5,2005,19478
36,F,5,2010,16367
27,F,5,2003,20254
40,F,5,2015,20857
38,F,5,2012,13536
38,M,2,2003,14206
36,M,2,2004,13656
38,U,2,2003,11300
38,M,2,2004,12884
38,F,1,2003,21565
40,M,2,2003,12543
41,M,2,2004,17310
40,M,4,2005,14324
38,M,4,2003,14137
38,M,4,2004,14270
42,M,4,2007,15983
40,M,1,2003,16141
51,M,1,2003,16079
34,M,2,2003,14125
40,M,2,2009,14032
66,M,1,2003,17873
41,M,1,2003,12316
44,F,1,2003,13902
32,F,1,2003,14590
23,M,1,2003,7942
29,F,1,2003,15839
37,F,1,2003,16556
29,M,2,2003,17409
27,M,2,2004,17061
32,M,2,2004,15118
31,M,2,2003,20268
28,M,1,2003,15778
47,F,4,2004,15624
49,F,4,2005,18684
47,F,4,2003,16051
51,F,4,2007,15864
22,M,1,2003,12432
32,M,1,2003,14396
43,M,2,2003,12913
44,M,2,2004,12522
29,M,4,2004,13204
28,M,4,2003,14451
33,M,4,2008,16139
53,M,1,2003,15388
30,F,1,2003,22226
52,F,2,2003,17995
53,F,2,2004,18405
32,F,1,2003,14581
28,F,1,2003,17678
47,M,1,2003,16931
45,F,1,2003,19912
42,F,2,2003,14806
51,F,1,2003,19864
56,M,1,2003,12339
51,M,2,2003,16848
53,M,2,2005,16152
33,M,1,2003,18976
32,M,2,2003,14214
36,M,2,2007,13601
37,M,1,2003,13276
41,F,1,2003,18184
43,F,1,2003,15514
49,M,7,2011,12993
45,M,7,2007,13762
41,M,7,2003,12288
42,M,7,2004,12010
43,M,7,2005,12242
44,M,7,2006,11653
44,M,1,2003,14654
37,M,2,2009,18805
31,M,2,2003,16645
47,M,7,2009,15382
44,M,7,2006,14247
41,M,7,2003,14761
46,M,7,2008,14085
43,M,7,2005,14075
45,M,7,2007,15275
42,M,7,2004,14200
30,M,1,2003,13851
19,F,1,2003,20567
52,M,4,2007,16015
50,M,4,2005,16159
49,M,4,2004,16347
48,M,4,2003,15472
32,M,3,2006,13344
29,M,3,2003,13055
30,M,3,2004,12438
41,M,1,2003,13314
26,F,1,2003,17533
31,F,1,2003,18415
27,F,1,2003,15660
39,M,2,2003,14055
40,M,2,2004,14867
37,M,1,2003,11842
57,F,1,2003,19863
27,M,2,2003,13718
25,M,2,2004,13945
36,F,1,2003,14143
36,M,1,2003,14101
24,F,1,2003,15417
42,M,1,2003,20604
24,F,1,2003,16389
41,M,3,2003,16172
42,M,3,2004,16749
43,M,3,2005,17072
39,M,1,2003,13090
34,M,4,2007,13911
32,M,4,2005,12481
33,M,4,2006,13569
30,M,4,2003,13590
29,F,1,2003,14945
35,M,1,2003,14246
41,M,2,2003,13930
42,M,2,2004,13947
41,F,1,2003,15580
43,F,2,2004,13206
42,F,2,2003,13781
58,M,1,2003,12595
46,F,1,2003,16250
42,F,1,2003,13524
61,M,1,2003,20489
28,M,2,2003,14048
29,M,2,2004,13446
37,M,3,2014,17192
26,M,3,2003,13664
35,M,3,2012,13639
46,F,1,2003,19172
31,M,1,2003,13412
40,M,1,2003,19887
37,F,5,2005,14916
40,F,5,2006,17175
38,F,5,2004,15571
35,F,5,2003,14774
34,F,1,2003,16405
36,M,1,2003,16466
46,M,1,2003,11666
33,M,1,2003,12416
49,M,1,2003,11673
35,M,3,2008,17878
38,M,3,2011,20801
30,M,3,2003,15509
33,M,2,2003,12816
42,M,2,2012,11260
34,M,1,2003,11978
53,M,3,2003,13234
59,M,3,2009,14274
55,M,3,2005,14128
47,F,1,2003,16427
25,M,1,2003,18552
43,F,1,2003,12785
29,M,1,2003,15826
30,M,2,2003,16741
32,M,2,2005,16030
32,F,1,2003,14261
48,M,1,2003,15806
50,M,1,2003,15384
34,M,2,2003,16238
35,M,2,2004,17080
44,M,3,2005,17540
43,M,3,2004,16590
42,M,3,2003,16197
40,M,1,2003,11800
38,M,1,2003,11929
28,M,1,2003,12947
21,F,1,2003,16942
35,M,2,2003,14702
39,M,2,2007,15535
41,M,1,2003,15765
54,F,1,2003,16634
43,M,2,2004,14616
42,M,2,2003,13781
37,M,1,2003,11454
47,F,1,2003,18889
42,M,1,2003,16468
40,F,1,2003,13025
38,M,1,2003,15159
26,F,1,2003,13997
54,F,1,2003,17408
49,M,4,2005,13441
50,M,4,2006,12691
52,M,4,2008,13834
47,M,4,2003,13269
39,F,1,2003,15325
47,F,3,2014,16782
37,F,3,2004,17069
36,F,3,2003,17577
50,F,1,2003,17919
31,M,1,2003,15333
54,M,3,2010,16833
47,M,3,2003,17135
56,M,3,2012,18842
43,M,9,2005,12201
47,M,9,2009,11957
44,M,9,2006,11627
49,M,9,2011,11763
50,M,9,2012,12534
42,M,9,2004,11815
45,M,9,2007,12510
41,M,9,2003,11186
46,M,9,2008,11838
42,M,1,2003,10755
57,M,1,2003,16253
51,M,1,2003,15796
37,M,1,2003,23376
31,F,1,2003,19940
50,M,1,2003,17079
41,M,1,2003,15117
48,M,1,2003,11083
45,M,3,2003,9907
50,M,3,2005,10644
35,M,3,2015,21596
34,M,1,2003,16340
24,M,2,2003,11276
30,M,2,2009,10649
28,F,1,2003,18664
41,M,2,2005,12458
39,M,2,2003,12904
49,M,2,2004,13325
52,M,2,2003,13628
30,M,1,2003,14622
40,M,4,2005,15127
42,M,4,2007,13812
38,M,4,2003,12992
39,M,4,2004,14137
41,M,1,2003,14282
32,F,1,2003,16771
47,F,1,2003,16444
42,F,2,2004,14168
44,F,2,2003,13020
39,M,1,2003,13202
27,M,1,2003,11577
44,F,3,2005,15265
42,F,3,2003,18249
45,F,3,2006,17035
26,F,1,2003,14369
28,F,1,2003,16475
39,M,1,2003,15757
38,M,2,2003,11776
42,M,2,2007,11937
41,M,1,2003,15604
62,F,1,2003,15793
35,M,2,2003,10080
37,M,2,2004,10012
34,F,1,2003,16556
46,F,1,2003,18432
42,M,3,2003,17644
53,M,3,2004,20112
44,M,3,2005,20961
32,F,1,2003,9825
34,M,1,2003,17680
43,M,1,2003,13367
36,M,4,2009,13465
30,M,4,2003,14756
31,M,4,2004,17925
52,M,12,2010,16661
45,M,12,2003,15084
46,M,12,2004,17059
51,M,12,2009,15607
54,M,12,2012,19420
49,M,12,2007,17106
55,M,12,2015,20158
53,M,12,2011,15978
50,M,12,2008,16714
47,M,12,2005,15618
48,M,12,2006,16211
56,M,12,2014,20470
25,F,1,2003,13250
38,F,3,2004,17611
38,F,3,2005,15417
36,F,3,2003,18425
49,M,5,2007,16805
44,M,5,2003,14316
48,M,5,2006,17552
46,M,5,2004,15700
48,M,5,2007,18839
33,M,1,2003,14347
37,M,2,2003,15477
38,M,2,2004,16416
48,F,3,2010,20321
46,F,3,2008,19443
42,F,3,2003,17114
30,M,1,2003,13276
35,M,6,2003,15929
39,M,6,2007,14829
36,M,6,2004,15278
38,M,6,2006,14178
40,M,6,2008,15655
37,M,6,2005,14320
50,M,1,2003,18928
40,M,1,2003,13226
36,F,1,2003,13254
54,F,2,2009,20613
48,F,2,2003,18932
25,M,1,2003,17923
52,M,2,2006,13672
51,M,2,2003,12235
56,M,1,2003,14491
47,F,3,2003,15388
48,F,3,2004,16042
49,F,3,2005,15080
32,M,1,2003,17048
46,M,1,2003,14171
29,F,1,2003,18303
37,F,2,2003,15631
38,F,2,2004,15560
33,F,2,2011,16844
25,F,2,2003,13670
35,M,2,2003,12314
36,M,2,2004,15110
45,F,1,2003,15918
31,M,1,2003,11326
47,M,7,2007,12490
43,M,7,2003,15700
45,M,7,2005,12012
48,M,7,2008,12207
50,M,7,2010,12751
51,M,7,2011,12001
32,M,2,2004,14220
31,M,2,2003,14350
47,M,1,2003,12824
54,M,1,2003,21527
42,M,1,2003,19199
41,F,2,2004,17571
46,F,2,2003,17443
41,M,2,2003,12144
40,M,2,2004,12923
48,M,2,2003,13901
49,M,2,2004,25601
58,M,2,2003,12979
59,M,2,2004,13671
50,M,1,2003,17659
42,M,1,2003,15237
33,F,1,2003,12164
23,F,3,2003,14576
24,F,3,2004,13330
27,F,3,2007,13219
50,M,1,2003,12066
34,M,2,2003,17961
33,M,1,2003,13717
51,M,5,2003,13098
62,M,5,2010,17961
63,M,5,2011,17038
60,M,5,2008,15559
61,M,5,2009,17997
36,F,1,2003,18880
26,F,1,2003,20273
66,M,1,2003,19511
38,M,1,2003,13844
26,F,1,2003,15265
53,M,9,2003,18925
55,M,9,2006,20141
62,M,9,2012,21243
61,M,9,2011,18591
55,M,9,2005,17146
58,M,9,2008,18655
59,M,9,2009,19894
57,M,9,2007,20042
60,M,9,2010,21576
26,M,1,2003,16075
39,M,1,2003,11838
43,M,1,2003,18397
34,M,2,2004,8117
36,M,2,2003,8217
63,M,1,2003,18915
47,F,4,2007,12331
45,F,4,2005,12149
45,F,4,2004,11912
43,F,4,2003,12229
52,F,1,2003,20079
54,M,10,2003,20706
58,M,10,2007,21351
62,M,10,2011,22863
60,M,10,2009,22504
63,M,10,2012,22170
55,M,10,2004,21085
61,M,10,2010,22896
59,M,10,2008,21486
57,M,10,2006,21756
56,M,10,2005,20656
48,M,1,2003,15515
32,M,1,2003,14678
40,M,1,2003,13682
43,M,1,2003,10653
50,M,1,2003,12811
54,F,10,2012,22246
51,F,10,2009,21465
45,F,10,2003,19137
56,F,10,2014,22924
47,F,10,2005,20555
53,F,10,2011,21968
52,F,10,2010,22078
49,F,10,2007,20122
50,F,10,2008,21931
46,F,10,2004,19959
29,M,1,2003,13832
25,F,2,2004,16774
24,F,2,2003,16411
56,M,2,2012,19288
47,M,2,2003,14937
49,M,2,2004,15995
47,M,2,2003,17181
29,M,1,2003,8233
33,M,1,2003,14414
35,M,1,2003,14102
28,M,1,2003,18858
42,M,2,2003,10522
43,M,2,2004,11333
47,M,1,2003,15428
31,M,3,2003,13466
33,M,3,2005,14599
33,M,3,2006,14836
23,M,1,2003,17186
55,M,1,2003,14496
40,M,1,2003,14804
24,F,1,2003,17982
34,M,2,2003,14869
36,M,2,2005,13525
46,M,5,2007,13968
43,M,5,2004,15589
45,M,5,2006,15145
42,M,5,2003,15498
42,F,1,2003,10139
47,F,7,2005,15425
45,F,7,2003,15551
49,F,7,2007,17127
52,F,7,2010,17041
46,F,7,2004,15263
48,F,7,2006,16342
51,F,7,2009,16337
39,M,4,2004,15283
38,M,4,2003,15634
40,M,4,2005,15404
42,M,4,2007,17255
22,F,1,2003,15473
28,M,1,2003,10963
35,M,5,2007,16291
31,M,5,2003,16683
34,M,5,2006,17306
32,M,5,2004,14135
33,M,5,2005,15257
46,M,1,2003,15265
48,M,1,2003,13678
25,M,2,2003,15938
29,M,2,2007,21932
38,F,1,2003,15442
34,F,1,2003,20549
49,F,1,2003,25220
43,M,7,2008,15597
45,M,7,2006,15151
43,M,7,2004,15337
42,M,7,2007,16255
45,M,7,2010,17029
40,M,7,2005,14477
38,M,7,2003,14847
38,F,2,2005,14939
36,F,2,2003,14818
32,M,2,2005,13287
30,M,2,2003,13850
39,M,4,2003,11872
39,M,4,2004,12012
32,M,4,2007,16374
48,M,1,2003,15152
37,M,1,2003,17675
45,M,2,2004,12506
44,M,2,2003,13645
36,M,9,2009,21684
37,M,9,2010,21996
31,M,9,2003,17709
42,M,9,2014,23396
32,M,9,2004,17724
34,M,9,2007,23884
33,M,9,2006,22860
38,M,9,2011,23998
32,M,9,2005,20074
32,M,1,2003,13516
34,F,1,2003,18052
39,M,5,2006,17190
37,M,5,2004,16695
36,M,5,2003,16451
40,M,5,2007,17498
38,M,5,2005,15942
22,M,1,2003,12761
41,M,2,2004,13230
40,M,2,2003,12866
41,M,1,2003,17874
30,U,1,2003,14435
30,M,1,2003,9882
39,M,1,2003,13227
27,M,3,2003,14357
29,M,3,2005,15739
28,M,3,2004,15719
23,M,1,2003,14322
44,M,1,2003,12446
36,M,1,2003,15007
24,F,1,2003,17792
32,M,2,2003,15329
33,M,2,2004,17916
64,M,9,2004,17273
63,M,9,2003,17392
71,M,9,2011,19289
69,M,9,2009,17743
66,M,9,2006,17990
68,M,9,2008,17747
67,M,9,2007,18626
65,M,9,2005,16711
70,M,9,2010,19517
59,M,10,2004,15434
40,M,10,2015,15795
36,M,10,2011,15069
34,M,10,2009,16130
58,M,10,2003,15036
37,M,10,2012,15426
60,M,10,2005,14773
35,M,10,2009,16226
35,M,10,2010,17598
31,M,1,2003,13765
57,M,1,2003,16556
22,F,1,2003,13532
34,M,2,2003,15904
36,M,2,2004,15198
49,M,1,2003,17742
31,F,2,2003,22209
34,F,2,2006,22928
43,M,1,2003,11566
38,F,4,2003,13990
40,F,4,2005,14335
45,F,4,2010,14820
57,M,1,2003,15694
40,M,1,2003,13984
48,F,1,2003,24285
50,M,2,2006,15355
41,M,2,2003,15249
49,M,2,2003,19721
55,M,2,2009,22173
45,M,2,2003,14703
47,M,2,2005,16253
32,M,1,2003,17169
37,F,2,2003,18387
42,F,2,2004,19107
49,M,1,2003,15856
46,M,1,2003,13029
29,F,1,2003,17592
32,F,2,2004,16360
31,F,2,2003,16351
48,M,1,2003,19745
55,M,2,2003,12957
41,M,1,2003,13703
46,M,1,2003,16613
63,M,1,2003,18815
42,M,6,2009,13216
37,M,6,2004,13089
39,M,6,2006,13487
36,M,6,2003,13100
38,M,6,2005,13565
40,M,6,2007,14137
25,F,1,2003,17643
37,M,1,2003,17282
56,F,1,2003,16401
49,M,1,2003,11779
25,F,1,2003,13919
60,M,12,2012,18235
58,M,12,2010,23381
62,M,12,2014,20488
55,M,12,2007,17194
51,M,12,2003,16544
55,M,12,2006,16949
52,M,12,2004,21105
57,M,12,2009,16432
53,M,12,2005,16958
60,M,12,2015,17288
56,M,12,2008,15482
59,M,12,2011,16856
46,F,3,2011,14183
38,F,3,2003,13600
33,M,1,2003,13854
49,M,1,2003,16096
41,F,3,2009,17482
40,F,3,2008,18069
35,F,3,2003,19121
25,F,1,2003,17676
24,M,1,2003,12447
54,F,1,2003,19318
42,M,5,2003,15393
44,M,5,2005,16853
46,M,5,2004,16523
48,M,5,2006,17680
46,M,5,2007,17932
40,M,1,2003,16089
41,M,2,2012,15056
32,M,2,2003,14965
50,M,2,2003,14789
51,M,2,2004,13833
36,M,1,2003,11654
64,M,1,2003,14994
23,F,1,2003,18177
43,M,1,2003,16956
32,F,1,2003,13348
32,F,1,2003,22046
46,F,1,2003,17294
55,M,1,2003,12069
31,M,2,2003,15862
32,M,2,2004,15976
28,F,1,2003,23163
52,M,6,2008,21127
51,M,6,2007,21604
49,M,6,2005,16385
47,M,6,2003,16667
48,M,6,2004,17729
50,M,6,2006,18833
39,M,1,2003,13562
42,M,1,2003,16307
40,M,4,2003,12027
44,M,4,2007,12550
49,M,4,2012,14056
36,M,1,2003,15071
44,M,4,2003,13529
51,M,4,2010,15069
48,M,4,2007,15630
35,M,1,2003,17682
37,F,1,2003,13988
30,M,1,2003,16486
45,F,2,2010,16745
38,F,2,2003,19629
26,M,2,2003,15615
28,M,2,2004,20851
33,F,1,2003,19709
48,F,1,2003,15009
32,M,2,2003,15279
30,M,2,2004,16458
43,M,1,2003,20231
23,M,1,2003,16896
42,F,2,2007,21245
38,F,2,2003,20411
34,M,1,2003,15334
47,F,1,2003,16330
32,M,1,2003,11868
37,M,1,2003,10936
66,M,1,2003,17278
32,M,1,2003,14681
28,M,1,2003,14140
30,M,1,2003,16316
40,M,1,2003,14562
47,M,1,2003,18585
32,M,1,2003,19275
62,M,4,2007,16834
57,M,4,2003,17614
64,M,4,2009,17713
60,M,4,2005,17961
45,M,1,2003,14410
47,M,1,2003,20350
47,M,7,2003,15840
49,M,7,2006,19407
48,M,7,2004,17474
50,M,7,2007,20454
48,M,7,2005,18862
54,M,7,2011,18950
54,M,7,2010,19562
42,M,1,2003,13051
48,M,1,2003,15933
23,M,1,2003,17316
51,F,1,2003,17451
50,F,1,2003,19258
37,F,1,2003,16422
30,M,1,2003,13235
65,M,1,2003,15090
36,M,1,2003,15729
27,M,1,2003,13249
27,F,1,2003,18303
36,M,3,2003,13458
37,M,3,2004,13206
45,M,3,2012,11146
40,M,1,2003,14272
40,M,1,2003,18191
53,M,1,2003,14273
68,M,1,2003,22752
36,M,1,2003,18976
48,M,1,2003,24869
40,M,1,2003,17113
48,M,1,2003,12910
49,M,1,2003,17775
49,M,1,2003,15319
45,F,1,2003,20481
43,M,1,2003,12750
41,M,1,2003,14727
46,M,1,2003,16960
23,F,1,2003,13399
42,M,1,2003,15972
48,F,1,2003,22996
28,F,2,2003,15329
33,F,2,2008,14567
29,F,1,2003,15218
32,M,6,2005,16611
30,M,6,2003,16902
35,M,6,2008,20387
31,M,6,2004,16318
33,M,6,2006,19706
34,M,6,2007,20695
44,M,1,2003,13038
38,M,1,2003,13765
44,M,1,2003,13792
42,F,2,2003,14302
34,M,1,2003,14161
39,M,1,2003,17822
27,F,1,2003,11988
18,F,1,2003,14781
37,F,2,2006,14488
34,F,2,2003,14315
29,M,1,2003,11608
45,M,8,2007,16479
41,M,8,2003,15225
50,M,8,2012,16524
49,M,8,2011,15735
43,M,8,2005,15670
47,M,8,2009,15237
52,M,8,2014,17790
46,M,8,2008,15819
33,M,3,2003,15504
71,M,3,2012,18144
45,M,3,2010,17617
39,M,4,2003,11912
45,M,4,2009,12021
41,M,4,2005,12802
46,M,4,2010,12471
28,M,1,2003,11984
33,M,3,2003,13060
44,M,3,2014,17858
26,M,1,2003,15417
36,M,3,2003,11886
34,M,3,2004,12208
30,M,3,2015,16213
44,M,1,2003,19119
35,M,1,2003,15936
34,F,1,2003,12203
46,F,2,2006,16998
43,F,2,2003,16881
29,F,1,2003,19640
39,M,1,2003,14933
33,M,1,2003,8538
57,M,8,2007,14922
61,M,8,2011,13820
56,M,8,2006,13859
55,M,8,2005,13787
54,M,8,2004,14255
64,M,8,2014,15411
53,M,8,2003,13873
26,F,1,2003,19921
53,M,1,2003,19817
39,F,1,2003,17753
29,F,4,2003,9642
36,F,4,2010,10082
37,F,4,2011,9878
38,F,4,2012,9947
33,F,1,2003,22092
35,F,1,2003,16015
52,M,2,2003,13061
54,M,2,2004,14721
37,M,1,2003,19607
41,M,2,2003,16051
40,M,2,2004,13484
37,M,3,2003,12130
25,M,1,2003,20963
40,F,1,2003,16527
29,F,1,2003,19915
36,F,1,2003,14260
48,M,4,2007,21473
46,M,4,2004,19649
49,M,4,2008,21537
44,M,4,2003,18395
22,F,1,2003,13244
26,M,1,2003,16741
26,F,1,2003,12677
38,F,1,2003,15684
35,M,1,2003,15818
37,M,3,2003,13362
40,M,3,2006,13038
38,M,3,2004,13758
49,M,1,2003,25051
69,M,1,2003,22220
36,M,3,2003,11675
41,M,3,2008,14485
43,M,3,2010,11935
32,M,1,2003,15329
38,M,3,2003,13035
46,M,3,2011,13552
39,M,3,2004,13426
34,F,1,2003,21221
49,M,4,2004,15437
54,M,4,2009,13708
48,M,4,2003,13969
52,M,4,2007,15752
31,M,1,2003,8248
48,F,1,2003,15760
41,F,3,2003,11248
43,F,3,2004,13714
39,M,1,2003,14129
34,F,1,2003,13596
49,M,1,2003,13532
37,M,3,2004,19803
36,M,3,2003,13089
38,M,3,2005,13509
41,M,1,2003,11640
60,M,1,2003,14549
40,F,1,2003,14648
45,F,1,2003,16167
46,F,1,2003,13571
39,M,1,2003,14011
52,F,1,2003,24602
37,M,1,2003,14328
51,F,1,2003,24231
30,F,2,2003,16267
25,F,2,2003,15259
23,F,2,2004,16378
36,M,1,2003,18834
28,F,1,2003,19340
39,M,1,2003,11653
32,M,2,2003,13706
29,F,1,2003,19395
33,F,1,2003,20392
29,M,1,2003,16332
32,M,1,2003,14640
42,M,2,2006,22009
39,M,2,2003,16925
37,F,1,2003,14600
34,M,1,2003,13887
41,F,1,2003,13959
40,M,1,2003,18204
40,M,1,2003,16303
30,M,1,2003,13695
28,M,1,2003,11228
28,M,1,2003,15549
43,F,1,2003,14475
47,M,1,2003,19051
30,M,1,2003,11861
42,F,1,2003,14082
41,M,1,2003,15821
43,F,1,2003,15233
39,F,2,2003,15679
50,F,2,2014,20961
30,F,1,2003,13756
59,F,1,2003,16493
34,F,3,2003,14301
36,F,3,2005,13559
37,F,3,2004,14309
41,M,1,2003,14614
50,M,1,2003,12548
31,M,3,2003,12131
31,M,3,2004,12593
33,M,3,2005,12510
57,M,3,2005,23601
55,M,3,2003,19996
56,M,3,2004,20620
19,F,2,2003,11658
21,F,2,2005,12402
67,M,1,2003,18405
24,F,1,2003,13744
61,F,2,2003,18809
62,F,2,2004,21122
45,M,2,2003,10326
46,M,2,2004,10904
30,M,1,2003,12839
46,M,1,2003,15679
45,M,5,2005,18347
43,M,5,2003,17077
54,M,5,2014,19129
47,M,5,2007,17540
50,M,5,2010,18519
23,F,3,2003,21083
25,F,3,2005,23565
24,F,3,2004,24611
45,M,1,2003,15476
32,F,2,2003,17441
33,F,2,2004,15117
31,M,1,2003,12645
35,M,1,2003,20172
40,F,1,2003,15370
41,F,1,2003,17644
26,M,2,2003,14397
27,M,2,2004,14104
51,M,2,2007,15331
47,M,2,2003,14566
23,M,1,2003,20349
30,M,1,2003,17415
36,F,2,2003,12513
38,F,2,2004,13603
47,F,2,2003,17019
56,F,2,2012,18614
46,M,6,2003,13164
47,M,6,2004,16684
51,M,6,2008,17986
50,M,6,2007,19733
49,M,6,2006,16920
48,M,6,2005,14310
27,M,1,2003,13143
50,M,1,2003,18275
42,M,1,2003,13667
34,M,1,2003,15127
59,F,2,2003,16734
60,F,2,2004,17938
52,M,2,2011,14646
44,M,2,2003,18192
41,F,1,2003,20693
32,M,2,2004,13440
30,M,2,2003,12132
48,M,1,2003,19687
35,M,3,2005,16936
33,M,3,2003,15606
37,M,3,2004,17706
48,M,1,2003,12586
24,F,3,2004,15196
25,F,3,2005,14940
23,F,3,2003,16921
35,M,1,2003,11543
52,F,3,2007,20907
48,F,3,2003,17394
50,F,3,2005,18082
56,F,5,2005,16585
60,F,5,2006,16790
58,F,5,2004,17242
58,F,5,2007,17391
54,F,5,2003,17384
53,F,1,2003,17165
32,F,2,2004,15548
31,F,2,2003,15588
39,F,1,2003,13195
45,M,5,2005,14335
46,M,5,2006,14414
44,M,5,2004,14268
43,M,5,2003,14163
40,F,2,2012,17016
31,F,2,2003,17147
66,M,1,2003,17859
28,M,1,2003,17577
32,F,1,2003,15937
45,M,2,2005,15469
43,M,2,2003,13539
29,F,1,2003,15343
38,M,1,2003,14751
40,M,2,2003,17474
42,M,2,2005,21448
39,M,1,2003,16535
40,M,1,2003,17129
46,M,3,2004,16229
48,M,3,2006,18375
45,M,3,2003,15620
24,M,1,2003,14505
27,M,1,2003,17189
52,F,1,2003,17416
26,F,1,2003,18230
43,M,2,2006,17045
40,M,2,2003,13489
46,F,1,2003,20075
53,F,1,2003,16127
42,M,1,2003,22584
26,M,1,2003,10730
38,M,1,2003,11206
29,M,1,2003,13153
24,M,3,2003,14995
25,M,3,2004,13970
29,M,3,2008,14013
39,F,2,2005,22263
37,F,2,2003,20149
41,F,1,2003,14220
36,F,1,2003,16226
47,M,1,2003,12158
30,F,2,2003,16085
39,M,1,2003,16591
36,M,1,2003,17063
48,M,1,2003,17321
43,M,1,2003,15391
57,M,1,2003,18477
22,F,2,2003,15777
23,F,2,2004,18018
25,F,1,2003,22583
41,M,2,2004,21737
40,M,2,2003,21090
39,F,2,2003,14466
48,F,2,2012,14687
28,M,1,2003,17525
44,F,7,2003,15026
47,F,7,2006,15244
46,F,7,2005,14584
48,F,7,2007,14954
45,F,7,2004,14691
49,F,7,2008,14459
52,F,7,2011,14843
46,M,3,2007,13905
44,M,3,2005,16339
42,M,3,2003,16329
62,M,5,2007,23401
59,M,5,2004,21239
58,M,5,2003,19129
60,M,5,2005,19537
61,M,5,2006,20892
34,M,1,2003,16187
24,M,2,2003,16714
31,M,2,2004,14065
29,F,1,2003,15590
33,M,1,2003,10346
33,F,1,2003,22061
45,F,1,2003,17773
40,F,1,2003,15346
36,F,1,2003,23433
30,M,1,2003,19610
46,F,1,2003,23771
52,M,1,2003,23161
32,M,1,2003,7960
45,M,7,2010,12808
47,M,7,2012,11699
37,M,7,2004,11203
50,M,7,2015,12513
46,M,7,2011,12518
49,M,7,2014,18361
38,M,7,2003,10606
40,M,2,2003,11699
41,M,2,2004,12391
49,M,1,2003,14104
34,M,1,2003,18749
40,M,1,2003,12069
27,F,1,2003,17661
37,M,1,2003,18958
48,M,1,2003,16892
47,F,1,2003,16950
42,M,1,2003,13361
27,F,1,2003,18289
27,M,1,2003,18005
31,M,2,2003,14265
33,M,2,2006,13580
42,M,1,2003,17549
34,M,3,2008,14529
25,M,3,2003,16972
60,M,3,2006,15386
69,M,3,2003,14656
70,M,3,2004,15307
71,M,3,2005,15379
38,F,1,2003,22111
31,M,1,2003,15498
60,F,1,2003,22133
49,M,1,2003,16936
55,M,1,2003,13047
41,M,1,2003,11964
50,M,2,2003,21019
52,M,2,2005,24677
41,M,2,2004,14360
39,M,2,2003,14920
34,M,2,2003,13519
36,M,2,2005,16252
59,M,1,2003,16704
30,F,1,2003,15889
48,M,3,2010,15232
41,M,3,2003,14480
42,M,3,2004,14755
50,M,1,2003,15168
47,M,1,2003,12116
33,M,3,2008,14522
28,M,3,2003,14699
34,M,3,2009,13770
33,M,5,2006,12901
30,M,5,2003,13959
34,M,5,2007,14757
31,M,5,2004,13092
32,M,5,2005,12488
58,M,1,2003,14716
34,F,2,2004,15101
33,F,2,2003,13949
58,M,3,2005,12861
56,M,3,2003,12486
45,M,3,2011,17364
38,M,3,2003,15625
42,M,1,2003,14888
28,F,1,2003,15554
48,M,2,2003,13983
49,M,2,2004,14473
31,M,1,2003,13043
46,F,1,2003,15449
47,M,2,2004,15013
46,M,2,2003,14143
31,M,1,2003,14282
36,F,1,2003,14254
67,M,3,2012,18988
58,M,3,2003,17247
65,M,3,2010,17365
44,F,1,2003,18707
43,M,1,2003,15606
45,M,2,2003,15163
46,M,2,2004,14911
40,M,2,2004,11269
40,M,2,2003,10897
32,M,1,2003,14991
47,M,2,2003,12326
48,M,2,2004,12091
56,M,4,2003,20173
58,M,4,2005,20436
60,M,4,2007,24742
57,M,4,2004,20037
38,M,1,2003,19368
30,F,1,2003,14991
52,M,3,2003,15737
54,M,3,2005,15647
53,F,4,2007,15757
51,F,4,2005,16659
50,F,4,2004,15372
49,F,4,2003,14248
41,M,4,2006,20757
38,M,4,2003,18694
45,M,4,2010,21870
43,M,4,2008,22330
39,F,2,2005,13972
37,F,2,2003,14203
38,F,1,2003,15909
42,F,1,2003,22152
39,M,1,2003,11568
22,M,1,2003,9532
38,M,3,2004,14185
40,M,3,2006,14228
37,M,3,2003,14078
38,M,1,2003,14051
36,F,2,2003,15169
37,F,2,2004,16919
39,F,1,2003,13879
44,F,12,2005,15764
42,F,12,2003,14858
45,F,12,2006,15022
46,F,12,2007,15995
43,F,12,2004,15425
53,F,12,2014,16164
48,F,12,2009,14342
49,F,12,2010,15371
51,F,12,2012,18012
47,F,12,2008,15494
50,F,12,2011,15360
63,M,2,2005,17239
61,M,2,2003,17263
51,M,1,2003,13874
37,M,1,2003,14642
24,M,1,2003,17661
45,F,1,2003,13520
30,M,1,2003,14555
38,M,1,2003,16108
36,F,2,2003,12098
38,F,2,2005,12864
32,F,2,2004,18148
34,F,2,2003,16900
47,M,2,2003,15224
54,M,2,2010,16955
22,F,1,2003,15117
41,F,1,2003,20342
41,M,3,2005,19865
39,M,3,2003,13651
40,M,3,2004,14729
38,M,1,2003,16408
31,M,1,2003,14246
53,M,1,2003,13554
63,M,1,2003,16575
40,M,2,2003,15785
