Age Category,Sex,num,Year,Time,ageFactor
49,F,1,2008,21650,"[40,50)"
36,F,1,2008,17598,"[30,40)"
50,M,1,2008,15577,"[50,60)"
39,M,1,2008,13836,"[30,40)"
46,M,1,2008,13659,"[40,50)"
26,M,1,2008,15015,"[20,30)"
52,M,1,2008,15466,"[50,60)"
31,M,1,2008,13425,"[30,40)"
44,M,1,2008,18854,"[40,50)"
51,M,1,2008,13035,"[50,60)"
35,F,1,2008,10033,"[30,40)"
44,F,1,2008,13957,"[40,50)"
40,F,1,2008,15343,"[40,50)"
35,F,2,2009,12448,"[30,40)"
34,F,2,2008,12416,"[30,40)"
27,F,2,2008,14304,"[20,30)"
28,F,2,2009,16291,"[20,30)"
34,F,1,2008,15862,"[30,40)"
34,M,1,2008,18591,"[30,40)"
39,F,1,2008,15011,"[30,40)"
63,M,1,2008,15011,"[60,70)"
41,F,1,2008,19794,"[40,50)"
39,F,3,2010,13078,"[30,40)"
38,F,3,2009,12391,"[30,40)"
37,F,3,2008,13440,"[30,40)"
25,F,2,2011,12662,"[20,30)"
22,F,2,2008,12326,"[20,30)"
49,M,1,2008,13363,"[40,50)"
30,M,2,2009,17107,"[30,40)"
29,M,2,2008,17864,"[20,30)"
41,F,1,2008,21660,"[40,50)"
36,M,1,2008,14980,"[30,40)"
27,F,1,2008,14864,"[20,30)"
28,F,1,2008,19417,"[20,30)"
24,M,1,2008,15679,"[20,30)"
41,F,1,2008,16921,"[40,50)"
49,F,1,2008,16045,"[40,50)"
39,M,1,2008,15678,"[30,40)"
41,M,1,2008,14199,"[40,50)"
39,M,1,2008,13427,"[30,40)"
46,M,1,2008,14704,"[40,50)"
43,M,2,2008,15680,"[40,50)"
44,M,2,2009,16639,"[40,50)"
29,F,1,2008,16701,"[20,30)"
41,M,1,2008,16086,"[40,50)"
23,M,1,2008,19821,"[20,30)"
22,F,1,2008,15404,"[20,30)"
44,M,3,2010,15098,"[40,50)"
42,M,3,2008,15316,"[40,50)"
43,M,3,2009,14940,"[40,50)"
41,M,1,2008,19434,"[40,50)"
31,M,1,2008,21253,"[30,40)"
25,F,1,2008,16063,"[20,30)"
36,M,1,2008,14837,"[30,40)"
43,M,1,2008,17265,"[40,50)"
38,M,1,2008,14321,"[30,40)"
41,F,1,2008,15440,"[40,50)"
41,F,1,2008,12898,"[40,50)"
25,M,1,2008,14838,"[20,30)"
28,F,1,2008,16317,"[20,30)"
31,F,1,2008,15963,"[30,40)"
19,M,1,2008,16218,"[10,20)"
33,M,1,2008,18888,"[30,40)"
21,F,2,2009,16531,"[20,30)"
20,F,2,2008,14839,"[20,30)"
40,F,1,2008,19626,"[40,50)"
34,M,1,2008,14983,"[30,40)"
28,F,1,2008,21034,"[20,30)"
30,F,1,2008,16050,"[30,40)"
31,M,1,2008,19647,"[30,40)"
49,M,1,2008,20936,"[40,50)"
38,M,1,2008,20994,"[30,40)"
41,M,1,2008,17221,"[40,50)"
51,F,1,2008,21412,"[50,60)"
33,M,1,2008,16985,"[30,40)"
54,M,2,2014,20920,"[50,60)"
48,M,2,2008,17926,"[40,50)"
44,M,1,2008,21455,"[40,50)"
33,M,1,2008,15048,"[30,40)"
27,F,1,2008,17205,"[20,30)"
54,M,5,2011,16364,"[50,60)"
51,M,5,2008,20342,"[50,60)"
57,M,5,2014,13714,"[50,60)"
53,M,5,2010,17525,"[50,60)"
55,M,5,2012,16199,"[50,60)"
24,M,1,2008,12408,"[20,30)"
29,F,1,2008,15126,"[20,30)"
52,F,1,2008,11847,"[50,60)"
30,F,1,2008,18926,"[30,40)"
48,F,1,2008,21306,"[40,50)"
30,M,1,2008,13024,"[30,40)"
39,F,1,2008,17933,"[30,40)"
37,M,1,2008,17823,"[30,40)"
54,F,1,2008,16015,"[50,60)"
28,M,1,2008,14249,"[20,30)"
40,F,1,2008,19493,"[40,50)"
28,M,1,2008,14503,"[20,30)"
37,M,1,2008,11907,"[30,40)"
45,M,1,2008,19307,"[40,50)"
43,M,5,2008,12782,"[40,50)"
46,M,5,2011,13218,"[40,50)"
44,M,5,2009,12963,"[40,50)"
45,M,5,2010,12796,"[40,50)"
30,M,1,2008,17617,"[30,40)"
31,M,1,2008,13135,"[30,40)"
37,M,1,2008,18072,"[30,40)"
41,M,1,2008,14263,"[40,50)"
41,M,5,2010,17296,"[40,50)"
39,M,5,2008,17048,"[30,40)"
45,M,5,2014,18570,"[40,50)"
42,M,5,2011,18351,"[40,50)"
40,M,5,2009,14313,"[40,50)"
29,M,1,2008,17457,"[20,30)"
26,F,1,2008,11007,"[20,30)"
35,F,1,2008,15988,"[30,40)"
58,M,1,2008,18350,"[50,60)"
39,F,1,2008,15903,"[30,40)"
62,M,2,2011,15092,"[60,70)"
59,M,2,2008,14381,"[50,60)"
50,F,3,2010,19051,"[50,60)"
48,F,3,2008,19390,"[40,50)"
49,F,3,2009,16037,"[40,50)"
39,M,1,2008,16077,"[30,40)"
24,M,1,2008,14167,"[20,30)"
38,M,1,2008,18020,"[30,40)"
31,M,1,2008,19974,"[30,40)"
24,M,1,2008,15747,"[20,30)"
57,M,1,2008,12428,"[50,60)"
28,F,1,2008,13667,"[20,30)"
33,F,1,2008,15393,"[30,40)"
26,F,1,2008,15736,"[20,30)"
31,M,1,2008,17897,"[30,40)"
46,F,1,2008,13413,"[40,50)"
45,M,1,2008,14704,"[40,50)"
33,M,1,2008,12542,"[30,40)"
45,M,2,2014,13493,"[40,50)"
39,M,2,2008,14866,"[30,40)"
46,M,1,2008,11071,"[40,50)"
32,F,1,2008,20964,"[30,40)"
39,F,1,2008,16970,"[30,40)"
39,M,1,2008,13731,"[30,40)"
26,M,1,2008,11778,"[20,30)"
36,M,1,2008,16759,"[30,40)"
33,M,1,2008,19240,"[30,40)"
38,F,1,2008,22779,"[30,40)"
27,M,1,2008,12296,"[20,30)"
38,M,1,2008,10430,"[30,40)"
29,M,1,2008,13728,"[20,30)"
49,M,2,2010,16773,"[40,50)"
47,M,2,2008,16125,"[40,50)"
52,M,3,2008,17780,"[50,60)"
54,M,3,2010,20146,"[50,60)"
53,M,3,2009,17249,"[50,60)"
26,M,1,2008,14690,"[20,30)"
49,M,1,2008,15383,"[40,50)"
39,M,2,2008,18931,"[30,40)"
45,M,2,2014,19600,"[40,50)"
36,F,1,2008,20253,"[30,40)"
32,M,1,2008,14158,"[30,40)"
50,M,4,2015,12252,"[50,60)"
45,M,4,2008,13426,"[40,50)"
47,M,4,2010,13216,"[40,50)"
46,M,4,2009,12393,"[40,50)"
32,M,1,2008,15957,"[30,40)"
41,F,2,2009,18482,"[40,50)"
40,F,2,2008,19085,"[40,50)"
33,F,1,2008,21364,"[30,40)"
28,M,1,2008,16068,"[20,30)"
26,F,1,2008,19432,"[20,30)"
35,F,1,2008,16521,"[30,40)"
38,F,1,2008,14626,"[30,40)"
53,M,3,2011,13808,"[50,60)"
50,M,3,2008,14197,"[50,60)"
51,M,3,2009,13499,"[50,60)"
31,F,2,2008,13832,"[30,40)"
40,F,1,2008,16742,"[40,50)"
34,F,1,2008,14711,"[30,40)"
36,F,1,2008,14587,"[30,40)"
39,M,1,2008,15890,"[30,40)"
28,F,1,2008,17078,"[20,30)"
54,F,1,2008,21458,"[50,60)"
27,F,1,2008,20216,"[20,30)"
30,F,1,2008,19492,"[30,40)"
43,M,1,2008,14650,"[40,50)"
32,M,1,2008,16101,"[30,40)"
41,M,4,2009,17466,"[40,50)"
40,M,4,2008,16604,"[40,50)"
42,M,4,2010,17941,"[40,50)"
45,M,4,2015,15772,"[40,50)"
35,M,1,2008,17323,"[30,40)"
19,M,2,2008,12601,"[10,20)"
23,M,2,2012,14690,"[20,30)"
32,M,1,2008,15661,"[30,40)"
39,M,2,2008,12676,"[30,40)"
45,M,2,2014,13118,"[40,50)"
43,M,1,2008,13694,"[40,50)"
28,M,2,2008,11210,"[20,30)"
31,M,2,2011,11920,"[30,40)"
38,M,2,2014,20019,"[30,40)"
32,M,2,2008,17887,"[30,40)"
56,F,1,2008,17416,"[50,60)"
47,F,2,2008,20378,"[40,50)"
48,F,2,2009,21636,"[40,50)"
27,F,1,2008,15762,"[20,30)"
27,F,1,2008,15885,"[20,30)"
50,M,1,2008,16229,"[50,60)"
35,F,1,2008,18400,"[30,40)"
55,M,4,2012,15982,"[50,60)"
54,M,4,2011,15308,"[50,60)"
52,M,4,2009,13671,"[50,60)"
51,M,4,2008,14276,"[50,60)"
44,M,2,2009,13976,"[40,50)"
43,M,2,2008,13801,"[40,50)"
16,M,1,2008,11439,"[10,20)"
25,F,1,2008,21210,"[20,30)"
26,M,1,2008,14353,"[20,30)"
37,M,2,2008,14480,"[30,40)"
41,M,2,2012,14066,"[40,50)"
21,M,1,2008,15863,"[20,30)"
38,M,1,2008,14259,"[30,40)"
34,M,1,2008,12199,"[30,40)"
25,F,1,2008,18422,"[20,30)"
32,F,1,2008,14884,"[30,40)"
54,F,1,2008,16506,"[50,60)"
32,M,1,2008,12891,"[30,40)"
41,M,1,2008,20729,"[40,50)"
23,M,1,2008,12075,"[20,30)"
47,F,1,2008,17506,"[40,50)"
38,M,1,2008,14123,"[30,40)"
43,M,1,2008,13783,"[40,50)"
22,M,1,2008,17639,"[20,30)"
46,F,1,2008,16972,"[40,50)"
40,M,1,2008,18490,"[40,50)"
21,M,1,2008,10290,"[20,30)"
37,F,1,2008,22335,"[30,40)"
39,F,1,2008,16734,"[30,40)"
24,M,1,2008,15284,"[20,30)"
24,M,1,2008,19706,"[20,30)"
25,F,1,2008,15697,"[20,30)"
40,M,1,2008,11582,"[40,50)"
45,M,1,2008,13307,"[40,50)"
47,F,1,2008,18775,"[40,50)"
48,M,1,2008,17631,"[40,50)"
43,M,1,2008,18711,"[40,50)"
44,M,1,2008,18076,"[40,50)"
47,M,2,2008,14868,"[40,50)"
38,F,1,2008,13987,"[30,40)"
51,F,1,2008,13695,"[50,60)"
50,F,1,2008,13693,"[50,60)"
33,M,1,2008,12636,"[30,40)"
41,M,1,2008,14995,"[40,50)"
24,M,1,2008,19480,"[20,30)"
36,M,1,2008,17300,"[30,40)"
29,M,1,2008,14355,"[20,30)"
55,F,1,2008,22959,"[50,60)"
43,F,1,2008,13789,"[40,50)"
34,M,1,2008,13878,"[30,40)"
29,F,1,2008,17726,"[20,30)"
39,M,1,2008,14995,"[30,40)"
51,M,1,2008,13786,"[50,60)"
38,M,1,2008,13155,"[30,40)"
40,F,1,2008,13611,"[40,50)"
39,M,1,2008,23014,"[30,40)"
53,M,1,2008,14310,"[50,60)"
45,M,1,2008,13678,"[40,50)"
30,M,1,2008,13821,"[30,40)"
51,F,1,2008,19178,"[50,60)"
43,M,1,2008,20609,"[40,50)"
47,M,1,2008,17206,"[40,50)"
46,F,1,2008,16136,"[40,50)"
35,F,1,2008,16012,"[30,40)"
47,F,1,2008,18941,"[40,50)"
58,M,1,2008,18991,"[50,60)"
31,M,1,2008,16543,"[30,40)"
32,F,1,2008,20045,"[30,40)"
43,F,2,2009,14517,"[40,50)"
42,F,2,2008,15241,"[40,50)"
28,M,1,2008,17870,"[20,30)"
46,M,1,2008,13156,"[40,50)"
35,M,2,2008,12876,"[30,40)"
39,M,2,2012,13743,"[30,40)"
24,F,1,2008,14660,"[20,30)"
30,M,1,2008,11976,"[30,40)"
45,F,1,2008,19430,"[40,50)"
32,F,1,2008,20134,"[30,40)"
57,M,1,2008,14257,"[50,60)"
42,M,1,2008,13209,"[40,50)"
32,M,1,2008,17967,"[30,40)"
66,M,1,2008,19938,"[60,70)"
42,M,1,2008,13783,"[40,50)"
29,F,1,2008,13488,"[20,30)"
43,M,1,2008,16438,"[40,50)"
37,M,1,2008,14230,"[30,40)"
40,M,1,2008,17945,"[40,50)"
35,F,1,2008,17029,"[30,40)"
41,M,2,2008,13425,"[40,50)"
42,M,2,2009,13110,"[40,50)"
29,M,1,2008,14359,"[20,30)"
38,M,1,2008,13964,"[30,40)"
43,M,2,2008,11143,"[40,50)"
44,M,2,2009,11809,"[40,50)"
56,M,3,2009,21601,"[50,60)"
55,M,3,2008,20952,"[50,60)"
57,M,3,2010,19017,"[50,60)"
45,F,1,2008,18886,"[40,50)"
39,F,2,2010,20533,"[30,40)"
37,F,2,2008,19556,"[30,40)"
31,F,1,2008,16173,"[30,40)"
37,F,1,2008,21641,"[30,40)"
36,M,1,2008,16956,"[30,40)"
23,M,1,2008,14550,"[20,30)"
33,F,1,2008,16653,"[30,40)"
51,F,1,2008,17807,"[50,60)"
47,F,1,2008,16468,"[40,50)"
40,M,1,2008,13204,"[40,50)"
31,F,1,2008,19389,"[30,40)"
37,M,1,2008,14059,"[30,40)"
34,M,1,2008,17350,"[30,40)"
35,M,1,2008,17417,"[30,40)"
33,M,1,2008,15392,"[30,40)"
28,F,1,2008,18804,"[20,30)"
28,F,1,2008,15289,"[20,30)"
25,M,1,2008,8309,"[20,30)"
40,F,1,2008,14199,"[40,50)"
40,M,2,2008,13345,"[40,50)"
42,M,2,2010,19344,"[40,50)"
34,M,1,2008,15135,"[30,40)"
24,M,1,2008,14259,"[20,30)"
39,F,2,2008,16375,"[30,40)"
41,F,2,2010,15798,"[40,50)"
38,M,1,2008,17883,"[30,40)"
57,M,1,2008,24610,"[50,60)"
51,M,1,2008,13717,"[50,60)"
36,F,1,2008,15308,"[30,40)"
20,M,1,2008,10662,"[20,30)"
46,F,1,2008,17243,"[40,50)"
44,M,2,2009,11008,"[40,50)"
43,M,2,2008,11440,"[40,50)"
29,F,1,2008,17521,"[20,30)"
30,M,1,2008,11287,"[30,40)"
36,F,1,2008,15585,"[30,40)"
29,F,1,2008,19915,"[20,30)"
30,M,1,2008,14294,"[30,40)"
27,M,1,2008,11972,"[20,30)"
29,F,1,2008,18319,"[20,30)"
29,M,1,2008,15990,"[20,30)"
24,F,1,2008,14270,"[20,30)"
40,F,1,2008,20620,"[40,50)"
34,M,1,2008,14528,"[30,40)"
43,F,1,2008,15448,"[40,50)"
30,F,1,2008,17593,"[30,40)"
24,M,1,2008,15958,"[20,30)"
33,F,1,2008,16983,"[30,40)"
25,F,1,2008,21064,"[20,30)"
21,M,1,2008,11905,"[20,30)"
43,F,2,2008,18318,"[40,50)"
45,F,2,2010,20062,"[40,50)"
24,M,1,2008,19105,"[20,30)"
47,M,1,2008,13656,"[40,50)"
23,M,1,2008,17482,"[20,30)"
38,F,1,2008,13742,"[30,40)"
31,M,1,2008,14732,"[30,40)"
31,F,1,2008,17205,"[30,40)"
44,M,1,2008,12360,"[40,50)"
36,M,1,2008,14258,"[30,40)"
26,M,1,2008,16878,"[20,30)"
32,M,5,2010,10792,"[30,40)"
35,M,5,2015,11020,"[30,40)"
31,M,5,2009,11298,"[30,40)"
30,M,5,2008,12658,"[30,40)"
34,M,5,2012,10932,"[30,40)"
25,F,1,2008,14782,"[20,30)"
24,M,1,2008,12321,"[20,30)"
19,M,1,2008,13654,"[10,20)"
35,F,1,2008,18834,"[30,40)"
45,M,1,2008,12738,"[40,50)"
20,F,1,2008,15188,"[20,30)"
34,M,2,2008,17373,"[30,40)"
35,M,2,2009,21805,"[30,40)"
21,F,1,2008,12627,"[20,30)"
25,M,1,2008,18423,"[20,30)"
26,F,1,2008,19038,"[20,30)"
38,M,1,2008,22223,"[30,40)"
39,M,1,2008,15200,"[30,40)"
51,M,1,2008,17167,"[50,60)"
61,M,1,2008,15229,"[60,70)"
47,M,1,2008,16637,"[40,50)"
44,F,1,2008,14987,"[40,50)"
21,M,1,2008,12337,"[20,30)"
28,M,1,2008,17283,"[20,30)"
45,M,1,2008,17768,"[40,50)"
21,F,1,2008,15790,"[20,30)"
28,M,1,2008,18163,"[20,30)"
44,M,1,2008,12721,"[40,50)"
54,F,1,2008,17452,"[50,60)"
43,M,1,2008,18455,"[40,50)"
47,M,1,2008,12706,"[40,50)"
30,F,1,2008,13144,"[30,40)"
35,F,1,2008,19441,"[30,40)"
27,M,1,2008,18701,"[20,30)"
37,M,2,2011,13537,"[30,40)"
34,M,2,2008,14410,"[30,40)"
34,F,1,2008,19726,"[30,40)"
30,M,1,2008,12400,"[30,40)"
36,F,1,2008,19403,"[30,40)"
29,M,1,2008,20474,"[20,30)"
38,M,1,2008,16214,"[30,40)"
38,M,1,2008,10429,"[30,40)"
25,F,3,2010,18054,"[20,30)"
23,F,3,2008,15481,"[20,30)"
24,F,3,2009,15363,"[20,30)"
39,F,1,2008,19963,"[30,40)"
39,F,1,2008,18029,"[30,40)"
53,M,1,2008,19399,"[50,60)"
42,M,1,2008,14298,"[40,50)"
31,M,1,2008,18438,"[30,40)"
36,F,1,2008,20619,"[30,40)"
29,F,1,2008,10506,"[20,30)"
33,M,1,2008,15990,"[30,40)"
30,M,2,2010,10668,"[30,40)"
28,M,2,2008,9481,"[20,30)"
27,M,1,2008,15773,"[20,30)"
22,M,1,2008,17570,"[20,30)"
30,M,2,2008,13748,"[30,40)"
32,M,2,2010,11881,"[30,40)"
44,M,1,2008,15613,"[40,50)"
45,M,2,2008,14442,"[40,50)"
33,M,2,2009,12018,"[30,40)"
32,M,2,2008,12583,"[30,40)"
37,F,1,2008,16581,"[30,40)"
29,M,2,2010,20247,"[20,30)"
27,M,2,2008,21035,"[20,30)"
41,M,1,2008,14316,"[40,50)"
51,F,1,2008,21626,"[50,60)"
51,M,1,2008,13069,"[50,60)"
36,M,1,2008,20950,"[30,40)"
30,M,1,2008,16698,"[30,40)"
45,M,1,2008,18330,"[40,50)"
49,M,1,2008,13979,"[40,50)"
45,M,1,2008,18948,"[40,50)"
33,M,1,2008,18547,"[30,40)"
49,M,1,2008,12605,"[40,50)"
43,M,1,2008,15237,"[40,50)"
44,F,1,2008,18224,"[40,50)"
48,F,1,2008,15682,"[40,50)"
51,M,4,2008,17045,"[50,60)"
57,M,4,2014,16606,"[50,60)"
53,M,4,2010,15934,"[50,60)"
52,M,4,2009,13548,"[50,60)"
34,M,1,2008,15993,"[30,40)"
26,F,1,2008,19628,"[20,30)"
17,F,1,2008,16460,"[10,20)"
44,M,1,2008,11792,"[40,50)"
36,M,2,2008,16756,"[30,40)"
37,M,2,2009,15257,"[30,40)"
33,F,1,2008,18287,"[30,40)"
49,F,1,2008,15560,"[40,50)"
48,M,2,2009,12569,"[40,50)"
47,M,2,2008,13185,"[40,50)"
30,F,1,2008,15081,"[30,40)"
36,M,1,2008,12901,"[30,40)"
41,M,1,2008,18188,"[40,50)"
47,M,1,2008,19327,"[40,50)"
64,F,1,2008,17929,"[60,70)"
40,M,1,2008,13137,"[40,50)"
21,M,1,2008,13950,"[20,30)"
49,F,1,2008,22446,"[40,50)"
28,F,1,2008,16195,"[20,30)"
43,M,1,2008,18869,"[40,50)"
38,M,1,2008,15852,"[30,40)"
43,M,1,2008,13853,"[40,50)"
27,M,1,2008,12752,"[20,30)"
28,M,1,2008,11074,"[20,30)"
35,M,2,2009,14655,"[30,40)"
34,M,2,2008,15282,"[30,40)"
51,M,1,2008,11513,"[50,60)"
28,F,3,2010,18298,"[20,30)"
27,F,3,2009,18194,"[20,30)"
26,F,3,2008,17228,"[20,30)"
38,M,1,2008,15565,"[30,40)"
34,F,1,2008,15831,"[30,40)"
36,M,1,2008,13175,"[30,40)"
24,M,1,2008,17121,"[20,30)"
31,M,1,2008,18862,"[30,40)"
30,M,2,2008,16655,"[30,40)"
31,M,2,2009,17080,"[30,40)"
42,M,1,2008,13964,"[40,50)"
28,F,1,2008,17156,"[20,30)"
30,F,1,2008,15805,"[30,40)"
41,M,1,2008,15486,"[40,50)"
53,M,1,2008,15426,"[50,60)"
34,F,1,2008,15303,"[30,40)"
36,M,1,2008,15402,"[30,40)"
34,M,1,2008,17325,"[30,40)"
29,F,1,2008,15372,"[20,30)"
21,M,1,2008,12829,"[20,30)"
33,M,1,2008,19663,"[30,40)"
58,M,1,2008,19741,"[50,60)"
40,M,1,2008,14126,"[40,50)"
25,F,1,2008,14064,"[20,30)"
43,M,1,2008,17451,"[40,50)"
40,F,2,2008,16755,"[40,50)"
42,F,2,2010,17787,"[40,50)"
32,M,2,2010,15120,"[30,40)"
30,M,2,2008,15276,"[30,40)"
52,M,1,2008,18529,"[50,60)"
34,M,1,2008,20312,"[30,40)"
23,M,3,2010,14328,"[20,30)"
41,M,3,2008,17667,"[40,50)"
24,M,3,2011,13794,"[20,30)"
36,F,1,2008,16527,"[30,40)"
35,M,1,2008,12453,"[30,40)"
46,F,1,2008,15575,"[40,50)"
51,M,1,2008,18141,"[50,60)"
55,M,1,2008,12098,"[50,60)"
32,M,1,2008,14901,"[30,40)"
34,F,1,2008,20523,"[30,40)"
27,F,1,2008,13981,"[20,30)"
26,F,1,2008,14342,"[20,30)"
23,M,2,2008,19335,"[20,30)"
24,M,2,2009,17098,"[20,30)"
34,F,1,2008,22372,"[30,40)"
39,F,1,2008,21544,"[30,40)"
42,M,2,2008,13964,"[40,50)"
43,M,2,2009,14242,"[40,50)"
24,F,1,2008,16276,"[20,30)"
17,M,4,2008,21210,"[10,20)"
20,M,4,2011,18440,"[20,30)"
19,M,4,2010,16747,"[10,20)"
21,M,4,2012,24437,"[20,30)"
36,M,1,2008,12586,"[30,40)"
24,M,1,2008,14494,"[20,30)"
49,M,2,2011,16835,"[40,50)"
48,M,2,2008,15976,"[40,50)"
48,M,6,2012,16049,"[40,50)"
46,M,6,2010,15802,"[40,50)"
44,M,6,2008,16683,"[40,50)"
45,M,6,2009,17081,"[40,50)"
47,M,6,2011,19376,"[40,50)"
37,M,1,2008,13053,"[30,40)"
47,F,1,2008,19365,"[40,50)"
36,F,1,2008,13192,"[30,40)"
43,M,1,2008,15126,"[40,50)"
48,M,1,2008,12862,"[40,50)"
30,F,1,2008,18226,"[30,40)"
32,M,1,2008,12617,"[30,40)"
28,F,1,2008,20549,"[20,30)"
44,M,1,2008,17363,"[40,50)"
21,M,1,2008,12825,"[20,30)"
57,M,1,2008,22398,"[50,60)"
38,F,2,2010,14629,"[30,40)"
36,F,2,2008,14633,"[30,40)"
28,M,1,2008,12615,"[20,30)"
36,M,1,2008,11534,"[30,40)"
32,F,2,2008,17204,"[30,40)"
33,F,2,2009,17743,"[30,40)"
41,F,1,2008,14887,"[40,50)"
58,M,1,2008,19882,"[50,60)"
64,M,1,2008,22809,"[60,70)"
53,M,1,2008,21079,"[50,60)"
50,M,1,2008,15094,"[50,60)"
48,F,1,2008,19603,"[40,50)"
63,M,1,2008,15684,"[60,70)"
35,M,2,2009,10613,"[30,40)"
34,M,2,2008,10925,"[30,40)"
45,F,1,2008,20907,"[40,50)"
30,F,1,2008,15946,"[30,40)"
38,F,1,2008,19196,"[30,40)"
53,M,1,2008,20291,"[50,60)"
50,M,1,2008,15915,"[50,60)"
36,F,1,2008,10208,"[30,40)"
22,F,1,2008,14669,"[20,30)"
29,M,1,2008,18575,"[20,30)"
40,M,5,2010,17950,"[40,50)"
38,M,5,2008,17083,"[30,40)"
39,M,5,2009,19007,"[30,40)"
41,M,5,2011,17717,"[40,50)"
42,M,5,2012,19448,"[40,50)"
27,F,1,2008,19916,"[20,30)"
37,M,1,2008,16145,"[30,40)"
38,F,1,2008,18722,"[30,40)"
32,M,1,2008,14317,"[30,40)"
24,F,1,2008,12408,"[20,30)"
34,M,1,2008,13358,"[30,40)"
24,F,2,2009,17057,"[20,30)"
23,F,2,2008,14144,"[20,30)"
41,M,1,2008,20722,"[40,50)"
46,M,1,2008,14962,"[40,50)"
29,F,1,2008,21832,"[20,30)"
34,M,1,2008,14424,"[30,40)"
34,M,3,2011,13169,"[30,40)"
31,M,3,2008,13267,"[30,40)"
33,M,3,2010,13786,"[30,40)"
37,F,1,2008,17511,"[30,40)"
49,M,1,2008,13485,"[40,50)"
27,F,1,2008,16561,"[20,30)"
26,M,1,2008,13052,"[20,30)"
55,M,1,2008,18437,"[50,60)"
53,F,1,2008,21300,"[50,60)"
35,F,1,2008,16497,"[30,40)"
50,M,1,2008,12702,"[50,60)"
47,M,1,2008,15697,"[40,50)"
56,M,1,2008,13174,"[50,60)"
38,F,1,2008,17926,"[30,40)"
31,M,1,2008,10877,"[30,40)"
37,M,1,2008,13914,"[30,40)"
39,M,1,2008,19668,"[30,40)"
25,F,1,2008,17159,"[20,30)"
40,M,4,2008,12349,"[40,50)"
46,M,4,2014,12812,"[40,50)"
44,M,4,2012,12085,"[40,50)"
41,M,4,2009,11966,"[40,50)"
54,F,1,2008,17923,"[50,60)"
29,F,1,2008,16229,"[20,30)"
39,M,1,2008,20823,"[30,40)"
45,M,1,2008,19309,"[40,50)"
32,F,1,2008,15379,"[30,40)"
35,M,1,2008,14298,"[30,40)"
37,F,1,2008,12988,"[30,40)"
37,M,1,2008,16111,"[30,40)"
28,F,1,2008,17074,"[20,30)"
60,F,1,2008,16142,"[60,70)"
45,F,1,2008,21016,"[40,50)"
22,M,1,2008,9865,"[20,30)"
31,F,1,2008,19492,"[30,40)"
26,M,1,2008,18390,"[20,30)"
36,M,1,2008,17355,"[30,40)"
31,M,1,2008,10946,"[30,40)"
24,M,1,2008,12847,"[20,30)"
44,F,1,2008,19618,"[40,50)"
36,F,1,2008,18612,"[30,40)"
35,F,1,2008,15152,"[30,40)"
45,F,1,2008,18637,"[40,50)"
20,F,1,2008,19096,"[20,30)"
33,M,1,2008,15084,"[30,40)"
40,M,1,2008,17879,"[40,50)"
36,F,3,2009,11578,"[30,40)"
37,F,3,2010,12462,"[30,40)"
35,F,3,2008,10963,"[30,40)"
25,M,3,2008,17599,"[20,30)"
28,M,3,2011,13951,"[20,30)"
27,M,3,2010,16779,"[20,30)"
49,M,1,2008,19542,"[40,50)"
39,M,1,2008,15141,"[30,40)"
44,M,1,2008,16337,"[40,50)"
37,F,1,2008,18646,"[30,40)"
43,M,1,2008,15167,"[40,50)"
41,M,1,2008,18829,"[40,50)"
33,M,1,2008,15396,"[30,40)"
39,F,1,2008,15755,"[30,40)"
40,M,1,2008,18703,"[40,50)"
54,M,1,2008,19748,"[50,60)"
31,F,1,2008,17357,"[30,40)"
34,M,1,2008,14121,"[30,40)"
39,F,1,2008,16249,"[30,40)"
47,M,4,2010,11451,"[40,50)"
45,M,4,2008,11288,"[40,50)"
46,M,4,2009,11197,"[40,50)"
49,M,4,2012,11362,"[40,50)"
37,F,1,2008,15764,"[30,40)"
31,M,1,2008,19367,"[30,40)"
25,F,2,2008,17640,"[20,30)"
26,F,2,2009,15022,"[20,30)"
43,M,2,2008,15031,"[40,50)"
44,M,2,2009,16475,"[40,50)"
55,M,1,2008,15828,"[50,60)"
28,M,1,2008,16855,"[20,30)"
42,M,1,2008,16046,"[40,50)"
34,M,1,2008,12419,"[30,40)"
33,F,1,2008,17540,"[30,40)"
39,F,1,2008,18469,"[30,40)"
31,F,1,2008,15731,"[30,40)"
28,M,1,2008,15765,"[20,30)"
45,F,1,2008,21388,"[40,50)"
19,M,1,2008,13380,"[10,20)"
35,F,1,2008,14948,"[30,40)"
24,M,1,2008,14384,"[20,30)"
58,M,2,2009,15515,"[50,60)"
57,M,2,2008,13965,"[50,60)"
29,F,1,2008,19246,"[20,30)"
31,F,1,2008,12600,"[30,40)"
29,M,1,2008,16918,"[20,30)"
32,M,1,2008,13919,"[30,40)"
25,F,1,2008,16366,"[20,30)"
43,M,1,2008,13505,"[40,50)"
39,F,1,2008,15790,"[30,40)"
42,F,3,2010,20062,"[40,50)"
41,F,3,2009,17721,"[40,50)"
40,F,3,2008,18302,"[40,50)"
25,M,1,2008,13956,"[20,30)"
55,M,1,2008,12835,"[50,60)"
53,F,1,2008,16083,"[50,60)"
37,M,1,2008,17402,"[30,40)"
36,M,1,2008,17341,"[30,40)"
27,M,1,2008,14433,"[20,30)"
37,M,1,2008,13533,"[30,40)"
35,F,1,2008,16317,"[30,40)"
37,M,1,2008,17865,"[30,40)"
