Age Category,Sex,num,Year,Time,ageFactor
43,M,>7,2005,12201,"[40,50)"
47,M,>7,2009,11957,"[40,50)"
44,M,>7,2006,11627,"[40,50)"
49,M,>7,2011,11763,"[40,50)"
50,M,>7,2012,12534,"[50,60)"
42,M,>7,2004,11815,"[40,50)"
45,M,>7,2007,12510,"[40,50)"
41,M,>7,2003,11186,"[40,50)"
46,M,>7,2008,11838,"[40,50)"
42,M,1,2003,10755,"[40,50)"
57,M,1,2003,16253,"[50,60)"
51,M,1,2003,15796,"[50,60)"
37,M,1,2003,23376,"[30,40)"
31,F,1,2003,19940,"[30,40)"
50,M,1,2003,17079,"[50,60)"
41,M,1,2003,15117,"[40,50)"
48,M,1,2003,11083,"[40,50)"
45,M,3,2003,9907,"[40,50)"
50,M,3,2005,10644,"[50,60)"
35,M,3,2015,21596,"[30,40)"
34,M,1,2003,16340,"[30,40)"
24,M,2,2003,11276,"[20,30)"
30,M,2,2009,10649,"[30,40)"
28,F,1,2003,18664,"[20,30)"
41,M,2,2005,12458,"[40,50)"
39,M,2,2003,12904,"[30,40)"
49,M,2,2004,13325,"[40,50)"
52,M,2,2003,13628,"[50,60)"
30,M,1,2003,14622,"[30,40)"
40,M,4,2005,15127,"[40,50)"
42,M,4,2007,13812,"[40,50)"
38,M,4,2003,12992,"[30,40)"
39,M,4,2004,14137,"[30,40)"
41,M,1,2003,14282,"[40,50)"
32,F,1,2003,16771,"[30,40)"
47,F,1,2003,16444,"[40,50)"
42,F,2,2004,14168,"[40,50)"
44,F,2,2003,13020,"[40,50)"
39,M,1,2003,13202,"[30,40)"
27,M,1,2003,11577,"[20,30)"
44,F,3,2005,15265,"[40,50)"
42,F,3,2003,18249,"[40,50)"
45,F,3,2006,17035,"[40,50)"
26,F,1,2003,14369,"[20,30)"
28,F,1,2003,16475,"[20,30)"
39,M,1,2003,15757,"[30,40)"
38,M,2,2003,11776,"[30,40)"
42,M,2,2007,11937,"[40,50)"
41,M,1,2003,15604,"[40,50)"
62,F,1,2003,15793,"[60,70)"
35,M,2,2003,10080,"[30,40)"
37,M,2,2004,10012,"[30,40)"
34,F,1,2003,16556,"[30,40)"
46,F,1,2003,18432,"[40,50)"
42,M,3,2003,17644,"[40,50)"
53,M,3,2004,20112,"[50,60)"
44,M,3,2005,20961,"[40,50)"
32,F,1,2003,9825,"[30,40)"
34,M,1,2003,17680,"[30,40)"
43,M,1,2003,13367,"[40,50)"
36,M,4,2009,13465,"[30,40)"
30,M,4,2003,14756,"[30,40)"
31,M,4,2004,17925,"[30,40)"
52,M,>7,2010,16661,"[50,60)"
45,M,>7,2003,15084,"[40,50)"
46,M,>7,2004,17059,"[40,50)"
51,M,>7,2009,15607,"[50,60)"
54,M,>7,2012,19420,"[50,60)"
49,M,>7,2007,17106,"[40,50)"
55,M,>7,2015,20158,"[50,60)"
53,M,>7,2011,15978,"[50,60)"
50,M,>7,2008,16714,"[50,60)"
47,M,>7,2005,15618,"[40,50)"
48,M,>7,2006,16211,"[40,50)"
56,M,>7,2014,20470,"[50,60)"
25,F,1,2003,13250,"[20,30)"
38,F,3,2004,17611,"[30,40)"
38,F,3,2005,15417,"[30,40)"
36,F,3,2003,18425,"[30,40)"
49,M,5,2007,16805,"[40,50)"
44,M,5,2003,14316,"[40,50)"
48,M,5,2006,17552,"[40,50)"
46,M,5,2004,15700,"[40,50)"
48,M,5,2007,18839,"[40,50)"
33,M,1,2003,14347,"[30,40)"
37,M,2,2003,15477,"[30,40)"
38,M,2,2004,16416,"[30,40)"
48,F,3,2010,20321,"[40,50)"
46,F,3,2008,19443,"[40,50)"
42,F,3,2003,17114,"[40,50)"
30,M,1,2003,13276,"[30,40)"
35,M,6,2003,15929,"[30,40)"
39,M,6,2007,14829,"[30,40)"
36,M,6,2004,15278,"[30,40)"
38,M,6,2006,14178,"[30,40)"
40,M,6,2008,15655,"[40,50)"
37,M,6,2005,14320,"[30,40)"
50,M,1,2003,18928,"[50,60)"
40,M,1,2003,13226,"[40,50)"
36,F,1,2003,13254,"[30,40)"
54,F,2,2009,20613,"[50,60)"
48,F,2,2003,18932,"[40,50)"
25,M,1,2003,17923,"[20,30)"
52,M,2,2006,13672,"[50,60)"
51,M,2,2003,12235,"[50,60)"
56,M,1,2003,14491,"[50,60)"
47,F,3,2003,15388,"[40,50)"
48,F,3,2004,16042,"[40,50)"
49,F,3,2005,15080,"[40,50)"
32,M,1,2003,17048,"[30,40)"
46,M,1,2003,14171,"[40,50)"
29,F,1,2003,18303,"[20,30)"
37,F,2,2003,15631,"[30,40)"
38,F,2,2004,15560,"[30,40)"
33,F,2,2011,16844,"[30,40)"
25,F,2,2003,13670,"[20,30)"
35,M,2,2003,12314,"[30,40)"
36,M,2,2004,15110,"[30,40)"
45,F,1,2003,15918,"[40,50)"
31,M,1,2003,11326,"[30,40)"
47,M,7,2007,12490,"[40,50)"
43,M,7,2003,15700,"[40,50)"
45,M,7,2005,12012,"[40,50)"
48,M,7,2008,12207,"[40,50)"
50,M,7,2010,12751,"[50,60)"
51,M,7,2011,12001,"[50,60)"
32,M,2,2004,14220,"[30,40)"
31,M,2,2003,14350,"[30,40)"
47,M,1,2003,12824,"[40,50)"
54,M,1,2003,21527,"[50,60)"
42,M,1,2003,19199,"[40,50)"
41,F,2,2004,17571,"[40,50)"
46,F,2,2003,17443,"[40,50)"
41,M,2,2003,12144,"[40,50)"
40,M,2,2004,12923,"[40,50)"
48,M,2,2003,13901,"[40,50)"
49,M,2,2004,25601,"[40,50)"
58,M,2,2003,12979,"[50,60)"
59,M,2,2004,13671,"[50,60)"
50,M,1,2003,17659,"[50,60)"
42,M,1,2003,15237,"[40,50)"
33,F,1,2003,12164,"[30,40)"
23,F,3,2003,14576,"[20,30)"
24,F,3,2004,13330,"[20,30)"
27,F,3,2007,13219,"[20,30)"
50,M,1,2003,12066,"[50,60)"
34,M,2,2003,17961,"[30,40)"
33,M,1,2003,13717,"[30,40)"
51,M,5,2003,13098,"[50,60)"
62,M,5,2010,17961,"[60,70)"
63,M,5,2011,17038,"[60,70)"
60,M,5,2008,15559,"[60,70)"
61,M,5,2009,17997,"[60,70)"
36,F,1,2003,18880,"[30,40)"
26,F,1,2003,20273,"[20,30)"
66,M,1,2003,19511,"[60,70)"
38,M,1,2003,13844,"[30,40)"
26,F,1,2003,15265,"[20,30)"
53,M,>7,2003,18925,"[50,60)"
55,M,>7,2006,20141,"[50,60)"
62,M,>7,2012,21243,"[60,70)"
61,M,>7,2011,18591,"[60,70)"
55,M,>7,2005,17146,"[50,60)"
58,M,>7,2008,18655,"[50,60)"
59,M,>7,2009,19894,"[50,60)"
57,M,>7,2007,20042,"[50,60)"
60,M,>7,2010,21576,"[60,70)"
26,M,1,2003,16075,"[20,30)"
39,M,1,2003,11838,"[30,40)"
43,M,1,2003,18397,"[40,50)"
34,M,2,2004,8117,"[30,40)"
36,M,2,2003,8217,"[30,40)"
63,M,1,2003,18915,"[60,70)"
47,F,4,2007,12331,"[40,50)"
45,F,4,2005,12149,"[40,50)"
45,F,4,2004,11912,"[40,50)"
43,F,4,2003,12229,"[40,50)"
52,F,1,2003,20079,"[50,60)"
54,M,>7,2003,20706,"[50,60)"
58,M,>7,2007,21351,"[50,60)"
62,M,>7,2011,22863,"[60,70)"
60,M,>7,2009,22504,"[60,70)"
63,M,>7,2012,22170,"[60,70)"
55,M,>7,2004,21085,"[50,60)"
61,M,>7,2010,22896,"[60,70)"
59,M,>7,2008,21486,"[50,60)"
57,M,>7,2006,21756,"[50,60)"
56,M,>7,2005,20656,"[50,60)"
48,M,1,2003,15515,"[40,50)"
32,M,1,2003,14678,"[30,40)"
40,M,1,2003,13682,"[40,50)"
43,M,1,2003,10653,"[40,50)"
50,M,1,2003,12811,"[50,60)"
54,F,>7,2012,22246,"[50,60)"
51,F,>7,2009,21465,"[50,60)"
45,F,>7,2003,19137,"[40,50)"
56,F,>7,2014,22924,"[50,60)"
47,F,>7,2005,20555,"[40,50)"
53,F,>7,2011,21968,"[50,60)"
52,F,>7,2010,22078,"[50,60)"
49,F,>7,2007,20122,"[40,50)"
50,F,>7,2008,21931,"[50,60)"
46,F,>7,2004,19959,"[40,50)"
29,M,1,2003,13832,"[20,30)"
25,F,2,2004,16774,"[20,30)"
24,F,2,2003,16411,"[20,30)"
56,M,2,2012,19288,"[50,60)"
47,M,2,2003,14937,"[40,50)"
49,M,2,2004,15995,"[40,50)"
47,M,2,2003,17181,"[40,50)"
29,M,1,2003,8233,"[20,30)"
33,M,1,2003,14414,"[30,40)"
35,M,1,2003,14102,"[30,40)"
28,M,1,2003,18858,"[20,30)"
42,M,2,2003,10522,"[40,50)"
43,M,2,2004,11333,"[40,50)"
47,M,1,2003,15428,"[40,50)"
31,M,3,2003,13466,"[30,40)"
33,M,3,2005,14599,"[30,40)"
33,M,3,2006,14836,"[30,40)"
23,M,1,2003,17186,"[20,30)"
55,M,1,2003,14496,"[50,60)"
40,M,1,2003,14804,"[40,50)"
24,F,1,2003,17982,"[20,30)"
34,M,2,2003,14869,"[30,40)"
36,M,2,2005,13525,"[30,40)"
46,M,5,2007,13968,"[40,50)"
43,M,5,2004,15589,"[40,50)"
45,M,5,2006,15145,"[40,50)"
42,M,5,2003,15498,"[40,50)"
42,F,1,2003,10139,"[40,50)"
47,F,7,2005,15425,"[40,50)"
45,F,7,2003,15551,"[40,50)"
49,F,7,2007,17127,"[40,50)"
52,F,7,2010,17041,"[50,60)"
46,F,7,2004,15263,"[40,50)"
48,F,7,2006,16342,"[40,50)"
51,F,7,2009,16337,"[50,60)"
39,M,4,2004,15283,"[30,40)"
38,M,4,2003,15634,"[30,40)"
40,M,4,2005,15404,"[40,50)"
42,M,4,2007,17255,"[40,50)"
22,F,1,2003,15473,"[20,30)"
28,M,1,2003,10963,"[20,30)"
35,M,5,2007,16291,"[30,40)"
31,M,5,2003,16683,"[30,40)"
34,M,5,2006,17306,"[30,40)"
32,M,5,2004,14135,"[30,40)"
33,M,5,2005,15257,"[30,40)"
46,M,1,2003,15265,"[40,50)"
48,M,1,2003,13678,"[40,50)"
25,M,2,2003,15938,"[20,30)"
29,M,2,2007,21932,"[20,30)"
38,F,1,2003,15442,"[30,40)"
34,F,1,2003,20549,"[30,40)"
49,F,1,2003,25220,"[40,50)"
43,M,7,2008,15597,"[40,50)"
45,M,7,2006,15151,"[40,50)"
43,M,7,2004,15337,"[40,50)"
42,M,7,2007,16255,"[40,50)"
45,M,7,2010,17029,"[40,50)"
40,M,7,2005,14477,"[40,50)"
38,M,7,2003,14847,"[30,40)"
38,F,2,2005,14939,"[30,40)"
36,F,2,2003,14818,"[30,40)"
32,M,2,2005,13287,"[30,40)"
30,M,2,2003,13850,"[30,40)"
39,M,4,2003,11872,"[30,40)"
39,M,4,2004,12012,"[30,40)"
32,M,4,2007,16374,"[30,40)"
48,M,1,2003,15152,"[40,50)"
37,M,1,2003,17675,"[30,40)"
45,M,2,2004,12506,"[40,50)"
44,M,2,2003,13645,"[40,50)"
36,M,>7,2009,21684,"[30,40)"
37,M,>7,2010,21996,"[30,40)"
31,M,>7,2003,17709,"[30,40)"
42,M,>7,2014,23396,"[40,50)"
32,M,>7,2004,17724,"[30,40)"
34,M,>7,2007,23884,"[30,40)"
33,M,>7,2006,22860,"[30,40)"
38,M,>7,2011,23998,"[30,40)"
32,M,>7,2005,20074,"[30,40)"
32,M,1,2003,13516,"[30,40)"
34,F,1,2003,18052,"[30,40)"
39,M,5,2006,17190,"[30,40)"
37,M,5,2004,16695,"[30,40)"
36,M,5,2003,16451,"[30,40)"
40,M,5,2007,17498,"[40,50)"
38,M,5,2005,15942,"[30,40)"
22,M,1,2003,12761,"[20,30)"
41,M,2,2004,13230,"[40,50)"
40,M,2,2003,12866,"[40,50)"
41,M,1,2003,17874,"[40,50)"
30,U,1,2003,14435,"[30,40)"
30,M,1,2003,9882,"[30,40)"
39,M,1,2003,13227,"[30,40)"
27,M,3,2003,14357,"[20,30)"
29,M,3,2005,15739,"[20,30)"
28,M,3,2004,15719,"[20,30)"
23,M,1,2003,14322,"[20,30)"
44,M,1,2003,12446,"[40,50)"
36,M,1,2003,15007,"[30,40)"
24,F,1,2003,17792,"[20,30)"
32,M,2,2003,15329,"[30,40)"
33,M,2,2004,17916,"[30,40)"
64,M,>7,2004,17273,"[60,70)"
63,M,>7,2003,17392,"[60,70)"
71,M,>7,2011,19289,"[70,80)"
69,M,>7,2009,17743,"[60,70)"
66,M,>7,2006,17990,"[60,70)"
68,M,>7,2008,17747,"[60,70)"
67,M,>7,2007,18626,"[60,70)"
65,M,>7,2005,16711,"[60,70)"
70,M,>7,2010,19517,"[70,80)"
59,M,>7,2004,15434,"[50,60)"
40,M,>7,2015,15795,"[40,50)"
36,M,>7,2011,15069,"[30,40)"
34,M,>7,2009,16130,"[30,40)"
58,M,>7,2003,15036,"[50,60)"
37,M,>7,2012,15426,"[30,40)"
60,M,>7,2005,14773,"[60,70)"
35,M,>7,2009,16226,"[30,40)"
35,M,>7,2010,17598,"[30,40)"
31,M,1,2003,13765,"[30,40)"
57,M,1,2003,16556,"[50,60)"
22,F,1,2003,13532,"[20,30)"
34,M,2,2003,15904,"[30,40)"
36,M,2,2004,15198,"[30,40)"
49,M,1,2003,17742,"[40,50)"
31,F,2,2003,22209,"[30,40)"
34,F,2,2006,22928,"[30,40)"
43,M,1,2003,11566,"[40,50)"
38,F,4,2003,13990,"[30,40)"
40,F,4,2005,14335,"[40,50)"
45,F,4,2010,14820,"[40,50)"
57,M,1,2003,15694,"[50,60)"
40,M,1,2003,13984,"[40,50)"
48,F,1,2003,24285,"[40,50)"
50,M,2,2006,15355,"[50,60)"
41,M,2,2003,15249,"[40,50)"
49,M,2,2003,19721,"[40,50)"
55,M,2,2009,22173,"[50,60)"
45,M,2,2003,14703,"[40,50)"
47,M,2,2005,16253,"[40,50)"
32,M,1,2003,17169,"[30,40)"
37,F,2,2003,18387,"[30,40)"
42,F,2,2004,19107,"[40,50)"
49,M,1,2003,15856,"[40,50)"
46,M,1,2003,13029,"[40,50)"
29,F,1,2003,17592,"[20,30)"
32,F,2,2004,16360,"[30,40)"
31,F,2,2003,16351,"[30,40)"
48,M,1,2003,19745,"[40,50)"
55,M,2,2003,12957,"[50,60)"
41,M,1,2003,13703,"[40,50)"
46,M,1,2003,16613,"[40,50)"
63,M,1,2003,18815,"[60,70)"
42,M,6,2009,13216,"[40,50)"
37,M,6,2004,13089,"[30,40)"
39,M,6,2006,13487,"[30,40)"
36,M,6,2003,13100,"[30,40)"
38,M,6,2005,13565,"[30,40)"
40,M,6,2007,14137,"[40,50)"
25,F,1,2003,17643,"[20,30)"
37,M,1,2003,17282,"[30,40)"
56,F,1,2003,16401,"[50,60)"
49,M,1,2003,11779,"[40,50)"
25,F,1,2003,13919,"[20,30)"
60,M,>7,2012,18235,"[60,70)"
58,M,>7,2010,23381,"[50,60)"
62,M,>7,2014,20488,"[60,70)"
55,M,>7,2007,17194,"[50,60)"
51,M,>7,2003,16544,"[50,60)"
55,M,>7,2006,16949,"[50,60)"
52,M,>7,2004,21105,"[50,60)"
57,M,>7,2009,16432,"[50,60)"
53,M,>7,2005,16958,"[50,60)"
60,M,>7,2015,17288,"[60,70)"
56,M,>7,2008,15482,"[50,60)"
59,M,>7,2011,16856,"[50,60)"
46,F,3,2011,14183,"[40,50)"
38,F,3,2003,13600,"[30,40)"
33,M,1,2003,13854,"[30,40)"
49,M,1,2003,16096,"[40,50)"
41,F,3,2009,17482,"[40,50)"
40,F,3,2008,18069,"[40,50)"
35,F,3,2003,19121,"[30,40)"
25,F,1,2003,17676,"[20,30)"
24,M,1,2003,12447,"[20,30)"
54,F,1,2003,19318,"[50,60)"
42,M,5,2003,15393,"[40,50)"
44,M,5,2005,16853,"[40,50)"
46,M,5,2004,16523,"[40,50)"
48,M,5,2006,17680,"[40,50)"
46,M,5,2007,17932,"[40,50)"
40,M,1,2003,16089,"[40,50)"
41,M,2,2012,15056,"[40,50)"
32,M,2,2003,14965,"[30,40)"
50,M,2,2003,14789,"[50,60)"
51,M,2,2004,13833,"[50,60)"
36,M,1,2003,11654,"[30,40)"
64,M,1,2003,14994,"[60,70)"
23,F,1,2003,18177,"[20,30)"
43,M,1,2003,16956,"[40,50)"
32,F,1,2003,13348,"[30,40)"
32,F,1,2003,22046,"[30,40)"
46,F,1,2003,17294,"[40,50)"
55,M,1,2003,12069,"[50,60)"
31,M,2,2003,15862,"[30,40)"
32,M,2,2004,15976,"[30,40)"
28,F,1,2003,23163,"[20,30)"
52,M,6,2008,21127,"[50,60)"
51,M,6,2007,21604,"[50,60)"
49,M,6,2005,16385,"[40,50)"
47,M,6,2003,16667,"[40,50)"
48,M,6,2004,17729,"[40,50)"
50,M,6,2006,18833,"[50,60)"
39,M,1,2003,13562,"[30,40)"
42,M,1,2003,16307,"[40,50)"
40,M,4,2003,12027,"[40,50)"
44,M,4,2007,12550,"[40,50)"
49,M,4,2012,14056,"[40,50)"
36,M,1,2003,15071,"[30,40)"
44,M,4,2003,13529,"[40,50)"
51,M,4,2010,15069,"[50,60)"
48,M,4,2007,15630,"[40,50)"
35,M,1,2003,17682,"[30,40)"
37,F,1,2003,13988,"[30,40)"
30,M,1,2003,16486,"[30,40)"
45,F,2,2010,16745,"[40,50)"
38,F,2,2003,19629,"[30,40)"
26,M,2,2003,15615,"[20,30)"
28,M,2,2004,20851,"[20,30)"
33,F,1,2003,19709,"[30,40)"
48,F,1,2003,15009,"[40,50)"
32,M,2,2003,15279,"[30,40)"
30,M,2,2004,16458,"[30,40)"
43,M,1,2003,20231,"[40,50)"
23,M,1,2003,16896,"[20,30)"
42,F,2,2007,21245,"[40,50)"
38,F,2,2003,20411,"[30,40)"
34,M,1,2003,15334,"[30,40)"
47,F,1,2003,16330,"[40,50)"
32,M,1,2003,11868,"[30,40)"
37,M,1,2003,10936,"[30,40)"
66,M,1,2003,17278,"[60,70)"
32,M,1,2003,14681,"[30,40)"
28,M,1,2003,14140,"[20,30)"
30,M,1,2003,16316,"[30,40)"
40,M,1,2003,14562,"[40,50)"
47,M,1,2003,18585,"[40,50)"
32,M,1,2003,19275,"[30,40)"
62,M,4,2007,16834,"[60,70)"
57,M,4,2003,17614,"[50,60)"
64,M,4,2009,17713,"[60,70)"
60,M,4,2005,17961,"[60,70)"
45,M,1,2003,14410,"[40,50)"
47,M,1,2003,20350,"[40,50)"
47,M,7,2003,15840,"[40,50)"
49,M,7,2006,19407,"[40,50)"
48,M,7,2004,17474,"[40,50)"
50,M,7,2007,20454,"[50,60)"
48,M,7,2005,18862,"[40,50)"
54,M,7,2011,18950,"[50,60)"
54,M,7,2010,19562,"[50,60)"
42,M,1,2003,13051,"[40,50)"
48,M,1,2003,15933,"[40,50)"
23,M,1,2003,17316,"[20,30)"
51,F,1,2003,17451,"[50,60)"
50,F,1,2003,19258,"[50,60)"
37,F,1,2003,16422,"[30,40)"
30,M,1,2003,13235,"[30,40)"
65,M,1,2003,15090,"[60,70)"
36,M,1,2003,15729,"[30,40)"
27,M,1,2003,13249,"[20,30)"
27,F,1,2003,18303,"[20,30)"
36,M,3,2003,13458,"[30,40)"
37,M,3,2004,13206,"[30,40)"
45,M,3,2012,11146,"[40,50)"
40,M,1,2003,14272,"[40,50)"
40,M,1,2003,18191,"[40,50)"
53,M,1,2003,14273,"[50,60)"
68,M,1,2003,22752,"[60,70)"
36,M,1,2003,18976,"[30,40)"
48,M,1,2003,24869,"[40,50)"
40,M,1,2003,17113,"[40,50)"
48,M,1,2003,12910,"[40,50)"
49,M,1,2003,17775,"[40,50)"
49,M,1,2003,15319,"[40,50)"
45,F,1,2003,20481,"[40,50)"
43,M,1,2003,12750,"[40,50)"
41,M,1,2003,14727,"[40,50)"
46,M,1,2003,16960,"[40,50)"
23,F,1,2003,13399,"[20,30)"
42,M,1,2003,15972,"[40,50)"
48,F,1,2003,22996,"[40,50)"
28,F,2,2003,15329,"[20,30)"
33,F,2,2008,14567,"[30,40)"
29,F,1,2003,15218,"[20,30)"
32,M,6,2005,16611,"[30,40)"
30,M,6,2003,16902,"[30,40)"
35,M,6,2008,20387,"[30,40)"
31,M,6,2004,16318,"[30,40)"
33,M,6,2006,19706,"[30,40)"
34,M,6,2007,20695,"[30,40)"
44,M,1,2003,13038,"[40,50)"
38,M,1,2003,13765,"[30,40)"
44,M,1,2003,13792,"[40,50)"
42,F,2,2003,14302,"[40,50)"
34,M,1,2003,14161,"[30,40)"
39,M,1,2003,17822,"[30,40)"
27,F,1,2003,11988,"[20,30)"
18,F,1,2003,14781,"[10,20)"
37,F,2,2006,14488,"[30,40)"
34,F,2,2003,14315,"[30,40)"
29,M,1,2003,11608,"[20,30)"
45,M,>7,2007,16479,"[40,50)"
41,M,>7,2003,15225,"[40,50)"
50,M,>7,2012,16524,"[50,60)"
49,M,>7,2011,15735,"[40,50)"
43,M,>7,2005,15670,"[40,50)"
47,M,>7,2009,15237,"[40,50)"
52,M,>7,2014,17790,"[50,60)"
46,M,>7,2008,15819,"[40,50)"
33,M,3,2003,15504,"[30,40)"
71,M,3,2012,18144,"[70,80)"
45,M,3,2010,17617,"[40,50)"
39,M,4,2003,11912,"[30,40)"
45,M,4,2009,12021,"[40,50)"
41,M,4,2005,12802,"[40,50)"
46,M,4,2010,12471,"[40,50)"
28,M,1,2003,11984,"[20,30)"
33,M,3,2003,13060,"[30,40)"
44,M,3,2014,17858,"[40,50)"
26,M,1,2003,15417,"[20,30)"
36,M,3,2003,11886,"[30,40)"
34,M,3,2004,12208,"[30,40)"
30,M,3,2015,16213,"[30,40)"
44,M,1,2003,19119,"[40,50)"
35,M,1,2003,15936,"[30,40)"
34,F,1,2003,12203,"[30,40)"
46,F,2,2006,16998,"[40,50)"
43,F,2,2003,16881,"[40,50)"
29,F,1,2003,19640,"[20,30)"
39,M,1,2003,14933,"[30,40)"
33,M,1,2003,8538,"[30,40)"
57,M,>7,2007,14922,"[50,60)"
61,M,>7,2011,13820,"[60,70)"
56,M,>7,2006,13859,"[50,60)"
55,M,>7,2005,13787,"[50,60)"
54,M,>7,2004,14255,"[50,60)"
64,M,>7,2014,15411,"[60,70)"
53,M,>7,2003,13873,"[50,60)"
26,F,1,2003,19921,"[20,30)"
53,M,1,2003,19817,"[50,60)"
39,F,1,2003,17753,"[30,40)"
29,F,4,2003,9642,"[20,30)"
36,F,4,2010,10082,"[30,40)"
37,F,4,2011,9878,"[30,40)"
38,F,4,2012,9947,"[30,40)"
33,F,1,2003,22092,"[30,40)"
35,F,1,2003,16015,"[30,40)"
52,M,2,2003,13061,"[50,60)"
54,M,2,2004,14721,"[50,60)"
37,M,1,2003,19607,"[30,40)"
41,M,2,2003,16051,"[40,50)"
40,M,2,2004,13484,"[40,50)"
37,M,3,2003,12130,"[30,40)"
25,M,1,2003,20963,"[20,30)"
40,F,1,2003,16527,"[40,50)"
29,F,1,2003,19915,"[20,30)"
36,F,1,2003,14260,"[30,40)"
48,M,4,2007,21473,"[40,50)"
46,M,4,2004,19649,"[40,50)"
49,M,4,2008,21537,"[40,50)"
44,M,4,2003,18395,"[40,50)"
22,F,1,2003,13244,"[20,30)"
26,M,1,2003,16741,"[20,30)"
26,F,1,2003,12677,"[20,30)"
38,F,1,2003,15684,"[30,40)"
35,M,1,2003,15818,"[30,40)"
37,M,3,2003,13362,"[30,40)"
40,M,3,2006,13038,"[40,50)"
38,M,3,2004,13758,"[30,40)"
49,M,1,2003,25051,"[40,50)"
69,M,1,2003,22220,"[60,70)"
36,M,3,2003,11675,"[30,40)"
41,M,3,2008,14485,"[40,50)"
43,M,3,2010,11935,"[40,50)"
32,M,1,2003,15329,"[30,40)"
38,M,3,2003,13035,"[30,40)"
46,M,3,2011,13552,"[40,50)"
39,M,3,2004,13426,"[30,40)"
34,F,1,2003,21221,"[30,40)"
49,M,4,2004,15437,"[40,50)"
54,M,4,2009,13708,"[50,60)"
48,M,4,2003,13969,"[40,50)"
52,M,4,2007,15752,"[50,60)"
31,M,1,2003,8248,"[30,40)"
48,F,1,2003,15760,"[40,50)"
41,F,3,2003,11248,"[40,50)"
43,F,3,2004,13714,"[40,50)"
39,M,1,2003,14129,"[30,40)"
34,F,1,2003,13596,"[30,40)"
49,M,1,2003,13532,"[40,50)"
37,M,3,2004,19803,"[30,40)"
36,M,3,2003,13089,"[30,40)"
38,M,3,2005,13509,"[30,40)"
41,M,1,2003,11640,"[40,50)"
60,M,1,2003,14549,"[60,70)"
40,F,1,2003,14648,"[40,50)"
45,F,1,2003,16167,"[40,50)"
46,F,1,2003,13571,"[40,50)"
39,M,1,2003,14011,"[30,40)"
52,F,1,2003,24602,"[50,60)"
37,M,1,2003,14328,"[30,40)"
51,F,1,2003,24231,"[50,60)"
30,F,2,2003,16267,"[30,40)"
25,F,2,2003,15259,"[20,30)"
23,F,2,2004,16378,"[20,30)"
36,M,1,2003,18834,"[30,40)"
28,F,1,2003,19340,"[20,30)"
39,M,1,2003,11653,"[30,40)"
32,M,2,2003,13706,"[30,40)"
29,F,1,2003,19395,"[20,30)"
33,F,1,2003,20392,"[30,40)"
29,M,1,2003,16332,"[20,30)"
32,M,1,2003,14640,"[30,40)"
42,M,2,2006,22009,"[40,50)"
39,M,2,2003,16925,"[30,40)"
37,F,1,2003,14600,"[30,40)"
34,M,1,2003,13887,"[30,40)"
41,F,1,2003,13959,"[40,50)"
40,M,1,2003,18204,"[40,50)"
40,M,1,2003,16303,"[40,50)"
30,M,1,2003,13695,"[30,40)"
28,M,1,2003,11228,"[20,30)"
28,M,1,2003,15549,"[20,30)"
43,F,1,2003,14475,"[40,50)"
47,M,1,2003,19051,"[40,50)"
30,M,1,2003,11861,"[30,40)"
42,F,1,2003,14082,"[40,50)"
41,M,1,2003,15821,"[40,50)"
43,F,1,2003,15233,"[40,50)"
39,F,2,2003,15679,"[30,40)"
50,F,2,2014,20961,"[50,60)"
30,F,1,2003,13756,"[30,40)"
59,F,1,2003,16493,"[50,60)"
34,F,3,2003,14301,"[30,40)"
36,F,3,2005,13559,"[30,40)"
37,F,3,2004,14309,"[30,40)"
41,M,1,2003,14614,"[40,50)"
50,M,1,2003,12548,"[50,60)"
31,M,3,2003,12131,"[30,40)"
31,M,3,2004,12593,"[30,40)"
33,M,3,2005,12510,"[30,40)"
57,M,3,2005,23601,"[50,60)"
55,M,3,2003,19996,"[50,60)"
56,M,3,2004,20620,"[50,60)"
19,F,2,2003,11658,"[10,20)"
21,F,2,2005,12402,"[20,30)"
67,M,1,2003,18405,"[60,70)"
24,F,1,2003,13744,"[20,30)"
61,F,2,2003,18809,"[60,70)"
62,F,2,2004,21122,"[60,70)"
45,M,2,2003,10326,"[40,50)"
46,M,2,2004,10904,"[40,50)"
30,M,1,2003,12839,"[30,40)"
46,M,1,2003,15679,"[40,50)"
45,M,5,2005,18347,"[40,50)"
43,M,5,2003,17077,"[40,50)"
54,M,5,2014,19129,"[50,60)"
47,M,5,2007,17540,"[40,50)"
50,M,5,2010,18519,"[50,60)"
23,F,3,2003,21083,"[20,30)"
25,F,3,2005,23565,"[20,30)"
24,F,3,2004,24611,"[20,30)"
45,M,1,2003,15476,"[40,50)"
32,F,2,2003,17441,"[30,40)"
33,F,2,2004,15117,"[30,40)"
31,M,1,2003,12645,"[30,40)"
35,M,1,2003,20172,"[30,40)"
40,F,1,2003,15370,"[40,50)"
41,F,1,2003,17644,"[40,50)"
26,M,2,2003,14397,"[20,30)"
27,M,2,2004,14104,"[20,30)"
51,M,2,2007,15331,"[50,60)"
47,M,2,2003,14566,"[40,50)"
23,M,1,2003,20349,"[20,30)"
30,M,1,2003,17415,"[30,40)"
36,F,2,2003,12513,"[30,40)"
38,F,2,2004,13603,"[30,40)"
