Id,Age Category,Sex,Time,Year,ageFactor,day_no,temp,flu,num,sdTime,meanTime,ran_more_than_once
11169,34,M,13594,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11170,46,M,12449,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11171,40,M,12003,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11172,28,M,16028,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11173,22,F,15793,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11174,61,M,21023,2008,"[60,70)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11175,39,M,19264,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11176,29,F,20171,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11177,39,M,13227,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11178,20,M,11788,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11179,50,M,15400,2008,"[50,60)",27.0,68.0,0.79,2,1770.595380091115,16652.0,1
11179,53,M,17904,2011,"[50,60)",30.0,63.0,4.0,2,1770.595380091115,16652.0,1
11180,45,F,17011,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11181,61,M,13262,2008,"[60,70)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11182,50,M,17268,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11183,47,M,21458,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11184,54,M,14756,2011,"[50,60)",30.0,63.0,4.0,3,626.7793338435253,14817.666666666666,1
11184,51,M,14224,2008,"[50,60)",27.0,68.0,0.79,3,626.7793338435253,14817.666666666666,1
11184,55,M,15473,2012,"[50,60)",29.0,72.0,1.1,3,626.7793338435253,14817.666666666666,1
11185,42,M,17932,2009,"[40,50)",25.0,68.0,1.06,4,1410.3187287512942,19165.75,1
11185,45,M,21174,2011,"[40,50)",30.0,63.0,4.0,4,1410.3187287512942,19165.75,1
11185,44,M,19015,2010,"[40,50)",31.0,71.0,1.3,4,1410.3187287512942,19165.75,1
11185,42,M,18542,2008,"[40,50)",27.0,68.0,0.79,4,1410.3187287512942,19165.75,1
11186,60,M,18517,2008,"[60,70)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11187,20,M,11115,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11188,48,F,19813,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11189,45,F,17088,2011,"[40,50)",30.0,63.0,4.0,3,1120.4000773533235,16857.666666666668,1
11189,42,F,15640,2008,"[40,50)",27.0,68.0,0.79,3,1120.4000773533235,16857.666666666668,1
11189,46,F,17845,2012,"[40,50)",29.0,72.0,1.1,3,1120.4000773533235,16857.666666666668,1
11190,28,M,15290,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11191,39,M,12323,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11192,38,M,12582,2009,"[30,40)",25.0,68.0,1.06,2,0.7071067811865476,12581.5,1
11192,37,M,12581,2008,"[30,40)",27.0,68.0,0.79,2,0.7071067811865476,12581.5,1
11193,50,M,17923,2009,"[50,60)",25.0,68.0,1.06,3,2806.7841622278925,20256.333333333332,1
11193,55,M,23371,2014,"[50,60)",33.0,76.0,3.0,3,2806.7841622278925,20256.333333333332,1
11193,49,M,19475,2008,"[40,50)",27.0,68.0,0.79,3,2806.7841622278925,20256.333333333332,1
11194,43,F,23926,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11195,24,F,17404,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11196,43,M,19518,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11197,51,M,17782,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11198,34,M,15809,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11199,41,F,21390,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11200,26,M,11438,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11201,22,M,11523,2008,"[20,30)",27.0,68.0,0.79,3,1106.2436440495376,11898.0,1
11201,23,M,11028,2009,"[20,30)",25.0,68.0,1.06,3,1106.2436440495376,11898.0,1
11201,24,M,13143,2010,"[20,30)",31.0,71.0,1.3,3,1106.2436440495376,11898.0,1
11202,35,M,13042,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11203,32,F,15833,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11204,42,M,12821,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11205,31,M,16101,2008,"[30,40)",27.0,68.0,0.79,2,707.8138879677341,16601.5,1
11205,37,M,17102,2014,"[30,40)",33.0,76.0,3.0,2,707.8138879677341,16601.5,1
11206,35,M,11682,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11207,38,F,15800,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11208,38,F,14186,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11209,27,F,20144,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11210,42,F,19888,2008,"[40,50)",27.0,68.0,0.79,4,615.6337520528473,19180.75,1
11210,45,F,18715,2011,"[40,50)",30.0,63.0,4.0,4,615.6337520528473,19180.75,1
11210,46,F,18618,2012,"[40,50)",29.0,72.0,1.1,4,615.6337520528473,19180.75,1
11210,43,F,19502,2009,"[40,50)",25.0,68.0,1.06,4,615.6337520528473,19180.75,1
11211,56,M,11101,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11212,28,M,16903,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11213,41,F,16250,2008,"[40,50)",27.0,68.0,0.79,3,788.6165100985396,16676.0,1
11213,42,F,16192,2009,"[40,50)",25.0,68.0,1.06,3,788.6165100985396,16676.0,1
11213,43,F,17586,2010,"[40,50)",31.0,71.0,1.3,3,788.6165100985396,16676.0,1
11214,50,M,17100,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11215,48,M,16151,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11216,25,M,15501,2008,"[20,30)",27.0,68.0,0.79,2,805.3946237714777,16070.5,1
11216,33,M,16640,2010,"[30,40)",31.0,71.0,1.3,2,805.3946237714777,16070.5,1
11217,29,F,20166,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11218,43,F,19845,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11219,25,F,17384,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11220,25,F,14923,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11221,66,M,18765,2014,"[60,70)",33.0,76.0,3.0,7,1405.4340796995612,16645.428571428572,1
11221,61,M,14830,2009,"[60,70)",25.0,68.0,1.06,7,1405.4340796995612,16645.428571428572,1
11221,63,M,15869,2011,"[60,70)",30.0,63.0,4.0,7,1405.4340796995612,16645.428571428572,1
11221,65,M,17321,2015,"[60,70)",25.0,60.0,1.9,7,1405.4340796995612,16645.428571428572,1
11221,62,M,16708,2010,"[60,70)",31.0,71.0,1.3,7,1405.4340796995612,16645.428571428572,1
11221,60,M,15295,2008,"[60,70)",27.0,68.0,0.79,7,1405.4340796995612,16645.428571428572,1
11221,64,M,17730,2012,"[60,70)",29.0,72.0,1.1,7,1405.4340796995612,16645.428571428572,1
11222,23,F,10397,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11223,35,F,16465,2009,"[30,40)",25.0,68.0,1.06,2,825.9007204258875,17049.0,1
11223,34,F,17633,2008,"[30,40)",27.0,68.0,0.79,2,825.9007204258875,17049.0,1
11224,32,F,17786,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11225,44,M,12585,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11226,29,M,14436,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11227,32,F,16030,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11228,35,F,21028,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11229,24,F,17044,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11230,35,M,16448,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11231,37,M,17768,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11232,44,F,19553,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11233,44,F,18722,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11234,34,M,13819,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11235,38,M,13253,2009,"[30,40)",25.0,68.0,1.06,2,366.9884194358182,12993.5,1
11235,37,M,12734,2008,"[30,40)",27.0,68.0,0.79,2,366.9884194358182,12993.5,1
11236,45,M,11513,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11237,36,M,15160,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11238,37,M,15358,2008,"[30,40)",27.0,68.0,0.79,2,291.3279938488576,15564.0,1
11238,40,M,15770,2011,"[40,50)",30.0,63.0,4.0,2,291.3279938488576,15564.0,1
11239,30,M,12802,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11240,51,F,17403,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11241,57,F,19108,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11242,47,M,11861,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11243,41,M,16047,2009,"[40,50)",25.0,68.0,1.06,3,557.458817611968,16374.333333333334,1
11243,43,M,17018,2011,"[40,50)",30.0,63.0,4.0,3,557.458817611968,16374.333333333334,1
11243,40,M,16058,2008,"[40,50)",27.0,68.0,0.79,3,557.458817611968,16374.333333333334,1
11244,36,M,12662,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11245,31,F,17236,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11246,35,F,15175,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11247,47,M,17942,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11248,29,F,15867,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11249,37,M,14885,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11250,25,M,20549,2008,"[20,30)",27.0,68.0,0.79,2,3853.731957466684,17824.0,1
11250,26,M,15099,2009,"[20,30)",25.0,68.0,1.06,2,3853.731957466684,17824.0,1
11251,32,M,16401,2008,"[30,40)",27.0,68.0,0.79,2,1055.7104243115155,17147.5,1
11251,38,M,17894,2014,"[30,40)",33.0,76.0,3.0,2,1055.7104243115155,17147.5,1
11252,42,F,17897,2014,"[40,50)",33.0,76.0,3.0,2,906.510893481154,17256.0,1
11252,36,F,16615,2008,"[30,40)",27.0,68.0,0.79,2,906.510893481154,17256.0,1
11253,40,M,16061,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11254,49,M,12972,2009,"[40,50)",25.0,68.0,1.06,2,461.7407281148155,13298.5,1
11254,48,M,13625,2008,"[40,50)",27.0,68.0,0.79,2,461.7407281148155,13298.5,1
11255,21,M,13813,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11256,48,F,19723,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11257,46,F,20285,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11258,48,F,15119,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11259,21,F,16723,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11260,22,M,20371,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11261,48,M,13104,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11262,36,M,13395,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11263,45,F,14462,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11264,44,M,13165,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11265,33,M,18672,2008,"[30,40)",27.0,68.0,0.79,2,7.7781745930520225,18666.5,1
11265,37,M,18661,2008,"[30,40)",27.0,68.0,0.79,2,7.7781745930520225,18666.5,1
11266,43,M,14525,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11267,36,M,16262,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11268,62,M,22358,2009,"[60,70)",25.0,68.0,1.06,2,311.1269837220809,22578.0,1
11268,61,M,22798,2008,"[60,70)",27.0,68.0,0.79,2,311.1269837220809,22578.0,1
11269,41,M,15038,2008,"[40,50)",27.0,68.0,0.79,4,1542.289288687437,13117.75,1
11269,44,M,12130,2011,"[40,50)",30.0,63.0,4.0,4,1542.289288687437,13117.75,1
11269,45,M,11642,2012,"[40,50)",29.0,72.0,1.1,4,1542.289288687437,13117.75,1
11269,42,M,13661,2009,"[40,50)",25.0,68.0,1.06,4,1542.289288687437,13117.75,1
11270,25,F,15128,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11271,25,M,15985,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11272,29,F,19668,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11273,29,M,18744,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11274,29,M,15867,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11275,29,M,13210,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11276,51,F,16798,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11277,41,M,15374,2008,"[40,50)",27.0,68.0,0.79,3,305.7106475083915,15549.0,1
11277,42,M,15902,2009,"[40,50)",25.0,68.0,1.06,3,305.7106475083915,15549.0,1
11277,43,M,15371,2010,"[40,50)",31.0,71.0,1.3,3,305.7106475083915,15549.0,1
11278,47,F,15548,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11279,31,M,19936,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11280,23,M,8779,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11281,23,M,19720,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11282,29,M,16427,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11283,53,M,13976,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11284,49,F,21483,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11285,36,F,16706,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11286,63,F,21388,2008,"[60,70)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11287,28,F,16883,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11288,27,F,17832,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11289,36,F,16112,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11290,22,F,15456,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11291,26,M,12222,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11292,33,F,17108,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11293,49,F,16176,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11294,33,M,10283,2011,"[30,40)",30.0,63.0,4.0,2,774.2819253992695,10830.5,1
11294,30,M,11378,2008,"[30,40)",27.0,68.0,0.79,2,774.2819253992695,10830.5,1
11295,27,F,19263,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11296,31,M,12112,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11297,41,F,17218,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11298,57,M,18809,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11299,35,F,16456,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11300,50,F,17415,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11301,55,M,12172,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11302,29,F,21985,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11303,33,M,18225,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11304,34,M,15857,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11305,32,M,15705,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11306,33,M,14157,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11307,55,M,19366,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11308,26,F,15574,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11309,32,M,16140,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11310,39,F,19860,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11311,42,F,15792,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11312,45,M,17926,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11313,30,M,17590,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11314,45,M,13289,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11315,38,M,15485,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11316,43,F,20487,2012,"[40,50)",29.0,72.0,1.1,2,538.1082604829627,20106.5,1
11316,39,F,19726,2008,"[30,40)",27.0,68.0,0.79,2,538.1082604829627,20106.5,1
11317,33,M,14714,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11318,30,M,20441,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11319,40,F,23057,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11320,55,M,15570,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11321,29,F,13096,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11322,53,M,13951,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11323,36,M,11973,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11324,31,M,15132,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11325,32,F,17146,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11326,24,M,11586,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11327,58,M,14867,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11328,39,M,16085,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11329,25,F,13797,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11330,25,F,14807,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11331,45,M,13853,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11332,44,M,17056,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11333,31,M,13289,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11334,34,M,13770,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11335,41,M,13476,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11336,50,M,16091,2008,"[50,60)",27.0,68.0,0.79,2,4288.602627896411,19123.5,1
11336,28,M,22156,2012,"[20,30)",29.0,72.0,1.1,2,4288.602627896411,19123.5,1
11337,49,F,19189,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11338,17,M,12356,2008,"[10,20)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11339,28,M,13120,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11340,46,M,13897,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11341,43,M,12050,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11342,43,M,12498,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11343,34,F,14591,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11344,51,F,13237,2009,"[50,60)",25.0,68.0,1.06,2,140.0071426749364,13138.0,1
11344,50,F,13039,2008,"[50,60)",27.0,68.0,0.79,2,140.0071426749364,13138.0,1
11345,35,M,14456,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11346,53,M,15679,2009,"[50,60)",25.0,68.0,1.06,3,866.5969843781672,15729.333333333334,1
11346,56,M,14889,2012,"[50,60)",29.0,72.0,1.1,3,866.5969843781672,15729.333333333334,1
11346,52,M,16620,2008,"[50,60)",27.0,68.0,0.79,3,866.5969843781672,15729.333333333334,1
11347,32,F,10089,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11348,43,F,24009,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11349,42,F,14594,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11350,47,M,15817,2009,"[40,50)",25.0,68.0,1.06,2,1360.4734470029175,16779.0,1
11350,46,M,17741,2008,"[40,50)",27.0,68.0,0.79,2,1360.4734470029175,16779.0,1
11351,50,M,15643,2008,"[50,60)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11352,36,M,14245,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11353,29,F,14204,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11354,41,M,17625,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11355,25,F,20678,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11356,35,M,16879,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11357,44,M,11713,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11358,49,M,17314,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11359,48,M,14160,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11360,43,M,13231,2010,"[40,50)",31.0,71.0,1.3,5,1262.0742054253385,14214.6,1
11360,45,M,16423,2012,"[40,50)",29.0,72.0,1.1,5,1262.0742054253385,14214.6,1
11360,42,M,13846,2009,"[40,50)",25.0,68.0,1.06,5,1262.0742054253385,14214.6,1
11360,41,M,13897,2008,"[40,50)",27.0,68.0,0.79,5,1262.0742054253385,14214.6,1
11360,44,M,13676,2011,"[40,50)",30.0,63.0,4.0,5,1262.0742054253385,14214.6,1
11361,49,M,16485,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11362,40,M,13977,2015,"[40,50)",25.0,60.0,1.9,5,2093.792444345905,16299.6,1
11362,39,M,14661,2011,"[30,40)",30.0,63.0,4.0,5,2093.792444345905,16299.6,1
11362,36,M,18948,2008,"[30,40)",27.0,68.0,0.79,5,2093.792444345905,16299.6,1
11362,40,M,16067,2012,"[40,50)",29.0,72.0,1.1,5,2093.792444345905,16299.6,1
11362,38,M,17845,2010,"[30,40)",31.0,71.0,1.3,5,2093.792444345905,16299.6,1
11363,34,M,13872,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11364,44,F,14259,2014,"[40,50)",33.0,76.0,3.0,5,409.0871545282252,13812.6,1
11364,40,F,14179,2010,"[40,50)",31.0,71.0,1.3,5,409.0871545282252,13812.6,1
11364,41,F,13264,2011,"[40,50)",30.0,63.0,4.0,5,409.0871545282252,13812.6,1
11364,42,F,13677,2012,"[40,50)",29.0,72.0,1.1,5,409.0871545282252,13812.6,1
11364,38,F,13684,2008,"[30,40)",27.0,68.0,0.79,5,409.0871545282252,13812.6,1
11365,53,M,16414,2008,"[50,60)",27.0,68.0,0.79,2,331.6330803764908,16179.5,1
11365,56,M,15945,2011,"[50,60)",30.0,63.0,4.0,2,331.6330803764908,16179.5,1
11366,37,M,11737,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11367,28,F,21564,2008,"[20,30)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11368,32,M,15851,2008,"[30,40)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
11369,29,F,18747,2009,"[20,30)",25.0,68.0,1.06,2,1057.1246378738886,19494.5,1
11369,28,F,20242,2008,"[20,30)",27.0,68.0,0.79,2,1057.1246378738886,19494.5,1
11370,38,F,17284,2008,"[30,40)",27.0,68.0,0.79,4,269.09152717987985,17428.75,1
11370,40,F,17466,2010,"[40,50)",31.0,71.0,1.3,4,269.09152717987985,17428.75,1
11370,41,F,17175,2011,"[40,50)",30.0,63.0,4.0,4,269.09152717987985,17428.75,1
11370,42,F,17790,2012,"[40,50)",29.0,72.0,1.1,4,269.09152717987985,17428.75,1
11371,40,F,14152,2008,"[40,50)",27.0,68.0,0.79,1,1158.9599609975492,16149.73558455299,0
