Id,Age Category,Sex,Time,Year,ageFactor,day_no,temp,flu,num,sdTime,meanTime,ran_more_than_once
581,38,M,12100,2009,"[30,40)",25.0,68.0,1.06,>7,667.7561440055365,12860.625,1
581,41,M,12216,2012,"[40,50)",29.0,72.0,1.1,>7,667.7561440055365,12860.625,1
581,39,M,12761,2010,"[30,40)",31.0,71.0,1.3,>7,667.7561440055365,12860.625,1
581,43,M,13534,2014,"[40,50)",33.0,76.0,3.0,>7,667.7561440055365,12860.625,1
581,45,M,12271,2016,"[40,50)",24.0,54.0,1.85,>7,667.7561440055365,12860.625,1
582,20,F,16094,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
583,60,F,18263,2016,"[60,70)",24.0,54.0,1.85,3,1655.7149513125742,16675.0,1
583,55,F,14959,2009,"[50,60)",25.0,68.0,1.06,3,1655.7149513125742,16675.0,1
583,58,F,16803,2012,"[50,60)",29.0,72.0,1.1,3,1655.7149513125742,16675.0,1
584,30,M,15447,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
585,35,M,11581,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
586,35,M,16590,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
587,30,F,24776,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
588,38,M,17779,2014,"[30,40)",33.0,76.0,3.0,2,4702.967201671728,14453.5,1
588,40,M,11128,2016,"[40,50)",24.0,54.0,1.85,2,4702.967201671728,14453.5,1
589,50,M,14676,2012,"[50,60)",29.0,72.0,1.1,2,337.28993462598316,14437.5,1
589,50,M,14199,2016,"[50,60)",24.0,54.0,1.85,2,337.28993462598316,14437.5,1
590,30,F,15562,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
591,40,M,19170,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
592,30,M,12521,2015,"[30,40)",25.0,60.0,1.9,2,1193.5962466428923,11677.0,1
592,30,M,10833,2016,"[30,40)",24.0,54.0,1.85,2,1193.5962466428923,11677.0,1
593,45,F,24434,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
594,40,F,13492,2015,"[40,50)",25.0,60.0,1.9,3,804.537755484477,13501.0,1
594,40,F,12701,2016,"[40,50)",24.0,54.0,1.85,3,804.537755484477,13501.0,1
594,41,F,14310,2014,"[40,50)",33.0,76.0,3.0,3,804.537755484477,13501.0,1
595,25,F,19723,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
596,25,M,12629,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
597,30,F,21156,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
598,25,M,12318,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
599,45,M,13781,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
600,40,M,10986,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
601,25,F,14463,2016,"[20,30)",24.0,54.0,1.85,2,375.47370081005676,14728.5,1
601,24,F,14994,2014,"[20,30)",33.0,76.0,3.0,2,375.47370081005676,14728.5,1
602,35,F,19125,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
603,36,M,13090,2011,"[30,40)",30.0,63.0,4.0,3,576.6073187187274,12560.0,1
603,40,M,11946,2016,"[40,50)",24.0,54.0,1.85,3,576.6073187187274,12560.0,1
603,39,M,12644,2014,"[30,40)",33.0,76.0,3.0,3,576.6073187187274,12560.0,1
604,35,M,16394,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
605,30,M,19040,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
606,45,F,19014,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
607,25,M,16550,2016,"[20,30)",24.0,54.0,1.85,2,1347.7455249415596,17503.0,1
607,23,M,18456,2014,"[20,30)",33.0,76.0,3.0,2,1347.7455249415596,17503.0,1
608,40,M,17767,2016,"[40,50)",24.0,54.0,1.85,2,2679.2275939158285,19661.5,1
608,38,M,21556,2014,"[30,40)",33.0,76.0,3.0,2,2679.2275939158285,19661.5,1
609,45,F,14441,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
610,37,M,21039,2014,"[30,40)",33.0,76.0,3.0,2,2969.8484809834995,18939.0,1
610,20,M,16839,2016,"[20,30)",24.0,54.0,1.85,2,2969.8484809834995,18939.0,1
611,40,F,22347,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
612,38,F,16448,2011,"[30,40)",30.0,63.0,4.0,3,200.40292745699435,16240.666666666666,1
612,39,F,16226,2012,"[30,40)",29.0,72.0,1.1,3,200.40292745699435,16240.666666666666,1
612,40,F,16048,2016,"[40,50)",24.0,54.0,1.85,3,200.40292745699435,16240.666666666666,1
613,40,M,13966,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
614,45,M,16471,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
615,40,M,12310,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
616,35,M,15098,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
617,35,M,15034,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
618,30,F,17522,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
619,25,F,15622,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
620,50,M,14369,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
621,15,M,14849,2016,"[10,20)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
622,40,F,18132,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
623,30,F,19363,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
624,43,M,16224,2010,"[40,50)",31.0,71.0,1.3,4,1829.6074260161204,18050.0,1
624,45,M,18598,2012,"[40,50)",29.0,72.0,1.1,4,1829.6074260161204,18050.0,1
624,45,M,20361,2016,"[40,50)",24.0,54.0,1.85,4,1829.6074260161204,18050.0,1
624,44,M,17017,2011,"[40,50)",30.0,63.0,4.0,4,1829.6074260161204,18050.0,1
625,55,M,14195,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
626,25,F,17311,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
627,35,F,16152,2015,"[30,40)",25.0,60.0,1.9,2,241.83051916579925,15981.0,1
627,35,F,15810,2016,"[30,40)",24.0,54.0,1.85,2,241.83051916579925,15981.0,1
628,25,F,14943,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
629,40,M,17110,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
630,25,M,18085,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
631,20,F,18623,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
632,40,F,14667,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
633,35,M,13820,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
634,46,M,12220,2010,"[40,50)",31.0,71.0,1.3,2,247.48737341529164,12045.0,1
634,50,M,11870,2016,"[50,60)",24.0,54.0,1.85,2,247.48737341529164,12045.0,1
635,45,M,10822,2005,"[40,50)",30.0,70.0,2.37,>7,827.6624869520742,11672.23076923077,1
635,55,M,12652,2015,"[50,60)",25.0,60.0,1.9,>7,827.6624869520742,11672.23076923077,1
635,52,M,12227,2012,"[50,60)",29.0,72.0,1.1,>7,827.6624869520742,11672.23076923077,1
635,49,M,11088,2009,"[40,50)",25.0,68.0,1.06,>7,827.6624869520742,11672.23076923077,1
635,48,M,10925,2008,"[40,50)",27.0,68.0,0.79,>7,827.6624869520742,11672.23076923077,1
635,50,M,11829,2010,"[50,60)",31.0,71.0,1.3,>7,827.6624869520742,11672.23076923077,1
635,54,M,13594,2014,"[50,60)",33.0,76.0,3.0,>7,827.6624869520742,11672.23076923077,1
635,43,M,11384,2003,"[40,50)",33.0,62.0,0.0,>7,827.6624869520742,11672.23076923077,1
635,47,M,11948,2007,"[40,50)",28.0,69.0,1.2,>7,827.6624869520742,11672.23076923077,1
635,51,M,11459,2011,"[50,60)",30.0,63.0,4.0,>7,827.6624869520742,11672.23076923077,1
635,46,M,10833,2006,"[40,50)",29.0,73.0,2.76,>7,827.6624869520742,11672.23076923077,1
635,55,M,12053,2016,"[50,60)",24.0,54.0,1.85,>7,827.6624869520742,11672.23076923077,1
635,44,M,10925,2004,"[40,50)",32.0,74.0,0.0,>7,827.6624869520742,11672.23076923077,1
636,40,F,18601,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
637,55,M,16593,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
638,35,M,17620,2016,"[30,40)",24.0,54.0,1.85,2,1736.6542545941606,18848.0,1
638,35,M,20076,2015,"[30,40)",25.0,60.0,1.9,2,1736.6542545941606,18848.0,1
639,25,F,20657,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
640,40,F,14494,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
641,25,M,16515,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
642,50,M,16978,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
643,40,M,16959,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
644,55,M,15153,2016,"[50,60)",24.0,54.0,1.85,2,1973.535026291654,16548.5,1
644,54,M,17944,2014,"[50,60)",33.0,76.0,3.0,2,1973.535026291654,16548.5,1
645,30,F,18132,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
646,30,M,12265,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
647,45,M,19059,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
648,50,M,20830,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
649,45,M,14875,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
650,40,M,16981,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
651,50,F,16112,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
652,35,M,13842,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
653,45,M,13565,2016,"[40,50)",24.0,54.0,1.85,2,655.4879861599295,14028.5,1
653,40,M,14492,2015,"[40,50)",25.0,60.0,1.9,2,655.4879861599295,14028.5,1
654,35,F,17546,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
655,45,M,16946,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
656,30,F,15804,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
657,30,M,10875,2016,"[30,40)",24.0,54.0,1.85,2,320.319371877506,10648.5,1
657,30,M,10422,2015,"[30,40)",25.0,60.0,1.9,2,320.319371877506,10648.5,1
658,35,M,12670,2015,"[30,40)",25.0,60.0,1.9,2,521.8448045156721,13039.0,1
658,35,M,13408,2016,"[30,40)",24.0,54.0,1.85,2,521.8448045156721,13039.0,1
659,55,F,20836,2016,"[50,60)",24.0,54.0,1.85,2,864.7915933911477,21447.5,1
659,53,F,22059,2014,"[50,60)",33.0,76.0,3.0,2,864.7915933911477,21447.5,1
660,40,M,13019,2016,"[40,50)",24.0,54.0,1.85,2,688.7220048756973,13506.0,1
660,40,M,13993,2015,"[40,50)",25.0,60.0,1.9,2,688.7220048756973,13506.0,1
661,40,M,12505,2016,"[40,50)",24.0,54.0,1.85,3,1876.0567688638848,13757.0,1
661,41,M,15914,2014,"[40,50)",33.0,76.0,3.0,3,1876.0567688638848,13757.0,1
661,40,M,12852,2015,"[40,50)",25.0,60.0,1.9,3,1876.0567688638848,13757.0,1
662,30,M,11864,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
663,60,M,17669,2016,"[60,70)",24.0,54.0,1.85,4,1861.982187526687,14946.5,1
663,53,M,13471,2009,"[50,60)",25.0,68.0,1.06,4,1861.982187526687,14946.5,1
663,58,M,14454,2014,"[50,60)",33.0,76.0,3.0,4,1861.982187526687,14946.5,1
663,54,M,14192,2010,"[50,60)",31.0,71.0,1.3,4,1861.982187526687,14946.5,1
664,46,F,19495,2014,"[40,50)",33.0,76.0,3.0,3,1088.8715871641307,18249.666666666668,1
664,45,F,17777,2016,"[40,50)",24.0,54.0,1.85,3,1088.8715871641307,18249.666666666668,1
664,45,F,17477,2015,"[40,50)",25.0,60.0,1.9,3,1088.8715871641307,18249.666666666668,1
665,25,M,16117,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
666,35,F,14441,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
667,35,M,11083,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
668,30,M,12469,2016,"[30,40)",24.0,54.0,1.85,2,315.3696244092002,12692.0,1
668,30,M,12915,2014,"[30,40)",33.0,76.0,3.0,2,315.3696244092002,12692.0,1
669,35,F,17268,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
670,40,M,21215,2016,"[40,50)",24.0,54.0,1.85,3,781.3878678351745,21258.0,1
670,42,M,22060,2014,"[40,50)",33.0,76.0,3.0,3,781.3878678351745,21258.0,1
670,40,M,20499,2015,"[40,50)",25.0,60.0,1.9,3,781.3878678351745,21258.0,1
671,50,F,20341,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
672,50,F,17190,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
673,35,F,18471,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
674,35,M,15990,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
675,30,M,16105,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
676,50,M,18216,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
677,25,F,13711,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
678,25,M,14360,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
679,35,F,17744,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
680,30,M,13624,2016,"[30,40)",24.0,54.0,1.85,2,806.8088373338508,14194.5,1
680,28,M,14765,2014,"[20,30)",33.0,76.0,3.0,2,806.8088373338508,14194.5,1
681,35,F,20405,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
682,20,M,14239,2016,"[20,30)",24.0,54.0,1.85,2,251.02290732122438,14416.5,1
682,37,M,14594,2010,"[30,40)",31.0,71.0,1.3,2,251.02290732122438,14416.5,1
683,50,M,18169,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
684,25,F,16468,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
685,25,M,15479,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
686,40,F,25879,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
687,25,F,14332,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
688,20,M,14146,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
689,25,M,12129,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
690,25,M,20927,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
691,30,F,17780,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
692,45,M,16431,2016,"[40,50)",24.0,54.0,1.85,2,305.47012947258855,16647.0,1
692,44,M,16863,2014,"[40,50)",33.0,76.0,3.0,2,305.47012947258855,16647.0,1
693,30,F,16542,2016,"[30,40)",24.0,54.0,1.85,2,777.1103525240158,15992.5,1
693,29,F,15443,2014,"[20,30)",33.0,76.0,3.0,2,777.1103525240158,15992.5,1
694,30,M,14827,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
695,40,M,12065,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
696,40,M,16586,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
697,65,M,16777,2014,"[60,70)",33.0,76.0,3.0,6,2016.973640548301,16409.333333333332,1
697,65,M,16392,2015,"[60,70)",25.0,60.0,1.9,6,2016.973640548301,16409.333333333332,1
697,61,M,13423,2010,"[60,70)",31.0,71.0,1.3,6,2016.973640548301,16409.333333333332,1
697,25,M,14852,2016,"[20,30)",24.0,54.0,1.85,6,2016.973640548301,16409.333333333332,1
697,62,M,18319,2012,"[60,70)",29.0,72.0,1.1,6,2016.973640548301,16409.333333333332,1
697,61,M,18693,2011,"[60,70)",30.0,63.0,4.0,6,2016.973640548301,16409.333333333332,1
698,35,M,17365,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
699,35,F,22167,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
700,62,M,21722,2014,"[60,70)",33.0,76.0,3.0,5,1423.09546412038,20959.8,1
700,60,M,22631,2015,"[60,70)",25.0,60.0,1.9,5,1423.09546412038,20959.8,1
700,60,M,20811,2012,"[60,70)",29.0,72.0,1.1,5,1423.09546412038,20959.8,1
700,59,M,18794,2011,"[50,60)",30.0,63.0,4.0,5,1423.09546412038,20959.8,1
700,60,M,20841,2016,"[60,70)",24.0,54.0,1.85,5,1423.09546412038,20959.8,1
701,53,F,14013,2014,"[50,60)",33.0,76.0,3.0,5,2289.339140450798,15184.2,1
701,35,F,19224,2016,"[30,40)",24.0,54.0,1.85,5,2289.339140450798,15184.2,1
701,48,F,14722,2009,"[40,50)",25.0,68.0,1.06,5,2289.339140450798,15184.2,1
701,50,F,13695,2011,"[50,60)",30.0,63.0,4.0,5,2289.339140450798,15184.2,1
701,51,F,14267,2012,"[50,60)",29.0,72.0,1.1,5,2289.339140450798,15184.2,1
702,30,M,20991,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
703,30,M,22010,2015,"[30,40)",25.0,60.0,1.9,2,393.1513703397204,22288.0,1
703,30,M,22566,2016,"[30,40)",24.0,54.0,1.85,2,393.1513703397204,22288.0,1
704,50,F,17981,2016,"[50,60)",24.0,54.0,1.85,5,1079.7069972913948,17526.8,1
704,51,F,18015,2014,"[50,60)",33.0,76.0,3.0,5,1079.7069972913948,17526.8,1
704,47,F,16487,2011,"[40,50)",30.0,63.0,4.0,5,1079.7069972913948,17526.8,1
704,46,F,18827,2010,"[40,50)",31.0,71.0,1.3,5,1079.7069972913948,17526.8,1
704,48,F,16324,2012,"[40,50)",29.0,72.0,1.1,5,1079.7069972913948,17526.8,1
705,30,F,21863,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
706,45,M,13922,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
707,55,M,18229,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
708,60,M,25105,2015,"[60,70)",25.0,60.0,1.9,3,316.83802381237854,24822.666666666668,1
708,63,M,24883,2014,"[60,70)",33.0,76.0,3.0,3,316.83802381237854,24822.666666666668,1
708,65,M,24480,2016,"[60,70)",24.0,54.0,1.85,3,316.83802381237854,24822.666666666668,1
709,35,M,10739,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
710,15,M,19258,2016,"[10,20)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
711,25,F,19322,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
712,35,M,16026,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
713,30,M,12594,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
714,30,M,15899,2015,"[30,40)",25.0,60.0,1.9,2,932.6738443850562,16558.5,1
714,30,M,17218,2016,"[30,40)",24.0,54.0,1.85,2,932.6738443850562,16558.5,1
715,45,M,18737,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
716,40,M,17808,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
717,50,M,11129,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
718,35,F,16692,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
719,30,M,15268,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
720,40,M,21214,2016,"[40,50)",24.0,54.0,1.85,2,1467.9536777432727,20176.0,1
720,37,M,19138,2011,"[30,40)",30.0,63.0,4.0,2,1467.9536777432727,20176.0,1
721,25,F,11602,2015,"[20,30)",25.0,60.0,1.9,2,765.796644025031,12143.5,1
721,25,F,12685,2016,"[20,30)",24.0,54.0,1.85,2,765.796644025031,12143.5,1
722,45,M,13235,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
723,35,F,16591,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
724,40,F,17637,2015,"[40,50)",25.0,60.0,1.9,3,471.0,17637.0,1
724,40,F,18108,2016,"[40,50)",24.0,54.0,1.85,3,471.0,17637.0,1
724,40,F,17166,2014,"[40,50)",33.0,76.0,3.0,3,471.0,17637.0,1
725,35,F,16961,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
726,35,M,12981,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
727,25,F,14600,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
728,35,M,14205,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
729,45,M,14947,2016,"[40,50)",24.0,54.0,1.85,3,154.8558469459043,15124.666666666666,1
729,46,M,15196,2014,"[40,50)",33.0,76.0,3.0,3,154.8558469459043,15124.666666666666,1
729,44,M,15231,2012,"[40,50)",29.0,72.0,1.1,3,154.8558469459043,15124.666666666666,1
730,35,M,16517,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
731,45,M,11965,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
732,40,M,14551,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
733,25,F,13998,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
734,25,M,15974,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
735,35,M,15228,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
736,50,F,16175,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
737,40,M,18431,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
738,20,F,14661,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
739,35,M,17536,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
740,30,F,13401,2016,"[30,40)",24.0,54.0,1.85,2,374.7665940288702,13666.0,1
740,30,F,13931,2015,"[30,40)",25.0,60.0,1.9,2,374.7665940288702,13666.0,1
741,30,M,16764,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
742,30,F,21863,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
743,35,M,12466,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
744,45,M,11990,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
745,30,M,21744,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
746,35,F,17036,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
747,25,M,15729,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
748,40,F,23613,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
749,40,F,18108,2016,"[40,50)",24.0,54.0,1.85,2,239.00209204105306,17939.0,1
749,40,F,17770,2015,"[40,50)",25.0,60.0,1.9,2,239.00209204105306,17939.0,1
750,40,M,15182,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
751,45,M,13921,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
752,40,M,12410,2015,"[40,50)",25.0,60.0,1.9,2,329.51176003293114,12177.0,1
752,40,M,11944,2016,"[40,50)",24.0,54.0,1.85,2,329.51176003293114,12177.0,1
753,55,F,21903,2016,"[50,60)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
754,30,M,18000,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
755,25,F,16607,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
756,45,F,22185,2016,"[40,50)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
757,35,M,16633,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
758,20,M,17369,2016,"[20,30)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
759,45,F,21337,2016,"[40,50)",24.0,54.0,1.85,2,1428.355697996826,20327.0,1
759,40,F,19317,2015,"[40,50)",25.0,60.0,1.9,2,1428.355697996826,20327.0,1
760,35,M,17724,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
761,35,M,14096,2016,"[30,40)",24.0,54.0,1.85,1,1158.9599609975492,16149.73558455299,0
762,45,M,14480,2016,"[40,50)",24.0,54.0,1.85,>7,691.9649637887103,15113.8,1
762,43,M,15240,2010,"[40,50)",31.0,71.0,1.3,>7,691.9649637887103,15113.8,1
762,47,M,14886,2014,"[40,50)",33.0,76.0,3.0,>7,691.9649637887103,15113.8,1
762,45,M,14517,2015,"[40,50)",25.0,60.0,1.9,>7,691.9649637887103,15113.8,1
762,45,M,14840,2012,"[40,50)",29.0,72.0,1.1,>7,691.9649637887103,15113.8,1
762,37,M,16635,2004,"[30,40)",32.0,74.0,0.0,>7,691.9649637887103,15113.8,1
762,40,M,15248,2007,"[40,50)",28.0,69.0,1.2,>7,691.9649637887103,15113.8,1
